player,nation,position,squad,competition,age,born,90s,shotcreatingactions,shotcreatingaction_per90,sca_livepasses,sca_deadballs,sca_takeons,sca_shots,sca_foulsdrawn,sca_defaction,goalcreatingactions,gca_per90,gca_passlive,gca_deadball,gca_takeons,gca_shots,gca_foulsdrawn,gca_defaction
Toni Martínez,ESP,FW,Alavés,La Liga,27,1997,11.2,27,2.4,16,0,5,2,2,2,1,0.09,0,0,0,1,0,0
Kevin Martins,ITA,"MF,DF",Monza,Serie A,19,2005,2,2,0.98,2,0,0,0,0,0,1,0.49,1,0,0,0,0,0
Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25,1999,0.6,1,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,31,1992,26,33,1.27,25,2,0,5,0,1,3,0.12,1,0,0,2,0,0
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24,2000,11.5,14,1.21,12,1,0,1,0,0,2,0.17,2,0,0,0,0,0
Omar Mascarell,EQG,MF,Mallorca,La Liga,31,1993,22.1,15,0.68,12,0,1,1,1,0,0,0,0,0,0,0,0,0
Adam Masina,MAR,DF,Torino,Serie A,30,1994,21.3,21,0.98,17,0,2,0,1,1,4,0.19,2,0,1,0,1,0
Patrizio Masini,ITA,MF,Genoa,Serie A,23,2001,17.1,24,1.4,18,0,1,0,5,0,3,0.18,2,0,0,0,1,0
Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30,1994,11.7,29,2.47,21,0,2,5,1,0,5,0.43,2,0,0,3,0,0
Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,1998,10.1,7,0.69,7,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23,2001,11.6,12,1.03,9,0,0,0,2,1,1,0.09,0,0,0,0,0,1
Clinton Mata,ANG,DF,Lyon,Ligue 1,31,1992,26.3,25,0.95,22,1,1,0,1,0,6,0.23,5,0,1,0,0,0
Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35,1988,7.3,16,2.19,11,0,1,3,1,0,1,0.14,1,0,0,0,0,0
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21,2003,3.5,8,2.31,3,1,1,3,0,0,1,0.29,0,0,0,1,0,0
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21,2002,21.3,45,2.12,35,2,2,4,0,2,7,0.33,5,0,1,1,0,0
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22,2002,0.8,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,29.4,65,2.21,44,0,5,11,5,0,10,0.34,5,0,3,2,0,0
Nemanja Matić,SRB,MF,Lyon,Ligue 1,35,1988,22.3,49,2.2,48,0,0,1,0,0,4,0.18,4,0,0,0,0,0
Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,2008,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22,2002,28.3,17,0.6,17,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,10.2,41,4.01,33,3,1,1,2,1,6,0.59,3,0,1,0,2,0
Alan Matturro,URU,DF,Genoa,Serie A,19,2004,10,9,0.9,7,1,0,0,0,1,0,0,0,0,0,0,0,0
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26,1998,23.1,46,1.99,38,2,0,2,2,2,6,0.26,4,0,0,1,0,1
Neal Maupay,FRA,FW,Marseille,Ligue 1,27,1996,11.6,22,1.9,20,0,2,0,0,0,5,0.43,5,0,0,0,0,0
Maurides,BRA,FW,St. Pauli,Bundesliga,30,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26,1998,17.9,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26,1997,22.7,16,0.7,12,0,1,2,0,1,0,0,0,0,0,0,0,0
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19,2005,16.7,7,0.42,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20,2004,2.8,11,3.93,11,0,0,0,0,0,2,0.71,2,0,0,0,0,0
Borja Mayoral,ESP,FW,Getafe,La Liga,27,1997,12.4,19,1.54,16,0,1,1,0,1,2,0.16,1,0,0,1,0,0
Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,18,2006,9,38,4.23,28,0,0,5,2,3,6,0.67,6,0,0,0,0,0
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26,1997,31.5,56,1.78,46,2,1,2,3,2,1,0.03,1,0,0,0,0,0
Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Mazzitelli,ITA,MF,Como,Serie A,28,1995,3.7,13,3.5,10,0,1,1,0,1,1,0.27,1,0,0,0,0,0
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29,1995,7.8,18,2.3,15,0,2,0,1,0,0,0,0,0,0,0,0,0
Samuel Mbangula,BEL,FW,Juventus,Serie A,20,2004,7.9,23,2.92,20,0,1,0,1,1,5,0.63,3,0,0,0,1,1
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17,2006,2.5,19,7.74,10,4,1,3,0,1,2,0.81,0,0,0,2,0,0
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,32.3,133,4.12,83,2,23,17,8,0,15,0.46,8,1,2,3,1,0
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16,2008,3.8,8,2.12,6,0,1,0,0,1,2,0.53,2,0,0,0,0,0
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,37.9,144,3.8,98,23,11,8,4,0,20,0.53,11,3,2,3,1,0
James Mcatee,ENG,"MF,FW",Manchester City,Premier League,21,2002,3.9,4,1.03,3,0,1,0,0,0,1,0.26,0,0,1,0,0,0
Kasey McAteer,IRL,FW,Leicester City,Premier League,22,2001,9.5,20,2.11,18,0,0,0,2,0,2,0.21,1,0,0,0,1,0
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28,1996,20.4,42,2.06,32,0,3,4,3,0,6,0.29,6,0,0,0,0,0
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29,1994,24.7,76,3.08,56,9,1,4,5,1,8,0.32,6,2,0,0,0,0
Scott McKenna,SCO,DF,Las Palmas,La Liga,27,1996,27.4,12,0.44,8,1,1,2,0,0,0,0,0,0,0,0,0,0
Weston McKennie,USA,"MF,DF",Juventus,Serie A,25,1998,25.7,60,2.34,50,3,1,3,3,0,9,0.35,9,0,0,0,0,0
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25,1999,27.7,14,0.5,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24,1999,15.2,72,4.73,39,22,6,2,2,1,10,0.66,5,2,2,0,0,1
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27,1996,0.2,1,4.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,32.6,69,2.11,45,0,3,14,5,2,10,0.31,6,0,1,2,1,0
Jakov Medić,CRO,DF,Bochum,Bundesliga,25,1998,17.8,10,0.56,9,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Facundo Medina,ARG,DF,Lens,Ligue 1,25,1999,28.3,68,2.41,62,1,1,3,0,1,3,0.11,3,0,0,0,0,0
Ben Mee,ENG,DF,Brentford,Premier League,34,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Meghoma,ENG,DF,Brentford,Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Meister,DEN,FW,Rennes,Ligue 1,20,2003,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0
Bamo Meïté,CIV,DF,Montpellier,Ligue 1,22,2001,4.7,2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamo Meïté,CIV,DF,Marseille,Ligue 1,22,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Meité,FRA,FW,Rennes,Ligue 1,16,2007,6,13,2.17,11,0,0,1,1,0,1,0.17,1,0,0,0,0,0
Mateo Mejía,ESP,FW,Sevilla,La Liga,21,2003,0.1,1,8.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,27,1997,21,67,3.18,29,19,6,4,7,2,11,0.52,3,2,1,0,3,2
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25,1999,1,1,1.01,1,0,0,0,0,0,1,1.01,1,0,0,0,0,0
Arthur Melo,BRA,MF,Girona,La Liga,27,1996,10.5,15,1.43,13,0,0,1,0,1,1,0.1,0,0,0,1,0,0
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22,2002,18.6,72,3.87,53,6,5,4,3,1,6,0.32,5,1,0,0,0,0
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27,1997,17,43,2.53,32,7,1,1,2,0,2,0.12,1,1,0,0,0,0
Antoine Mendy,SEN,DF,Nice,Ligue 1,20,2004,9.2,13,1.42,10,0,1,1,1,0,2,0.22,2,0,0,0,0,0
Ferland Mendy,FRA,DF,Real Madrid,La Liga,29,1995,11.2,5,0.45,4,0,0,0,0,1,1,0.09,1,0,0,0,0,0
Nampalys Mendy,SEN,MF,Lens,Ligue 1,32,1992,6.5,11,1.68,8,0,0,1,1,1,2,0.31,1,0,0,0,0,1
Nobel Mendy,FRA,DF,Betis,La Liga,19,2004,1.2,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,26,1998,25.3,51,2.01,47,2,0,0,0,2,5,0.2,5,0,0,0,0,0
Alex Meret,ITA,GK,Napoli,Serie A,27,1997,33.4,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel Merino,ESP,"MF,FW",Arsenal,Premier League,28,1996,17.6,43,2.44,35,0,0,6,2,0,4,0.23,3,0,0,1,0,0
Quentin Merlin,FRA,DF,Marseille,Ligue 1,22,2002,17.7,59,3.34,43,9,1,5,1,0,9,0.51,7,0,0,2,0,0
Víctor Meseguer,ESP,MF,Valladolid,La Liga,25,1999,4.6,8,1.72,5,0,0,2,1,0,1,0.22,1,0,0,0,0,0
Rafik Messali,FRA,DF,Toulouse,Ligue 1,21,2003,5.1,16,3.16,16,0,0,0,0,0,2,0.39,2,0,0,0,0,0
Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,1991,9.4,23,2.44,13,0,3,3,4,0,3,0.32,2,0,0,1,0,0
Connor Metcalfe,AUS,"MF,FW",St. Pauli,Bundesliga,24,1999,4,6,1.5,2,2,0,0,2,0,0,0,0,0,0,0,0,0
Karol Mets,EST,DF,St. Pauli,Bundesliga,31,1993,10,9,0.9,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Thomas Meunier,BEL,DF,Lille,Ligue 1,32,1991,21.4,37,1.73,32,0,1,3,1,0,7,0.33,4,0,1,2,0,0
Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shumaira Mheuka,ENG,MF,Chelsea,Premier League,16,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Michal,FRA,"FW,MF",Monaco,Ligue 1,19,2005,1.3,7,5.38,6,0,0,0,0,1,1,0.77,1,0,0,0,0,0
Florian Micheler,AUT,MF,Hoffenheim,Bundesliga,19,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,ESP,FW,Leganés,La Liga,24,1999,19.2,28,1.46,13,0,2,5,6,2,6,0.31,5,0,1,0,0,0
Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,24,2000,14.3,48,3.36,34,5,3,3,3,0,5,0.35,3,2,0,0,0,0
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,16.1,49,3.05,39,0,3,4,3,0,12,0.75,8,0,2,0,2,0
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,Ligue 1,21,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,26,1997,37,21,0.57,16,0,0,4,0,1,3,0.08,3,0,0,0,0,0
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,18,2006,3.5,4,1.15,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37,10,0.27,7,3,0,0,0,0,0,0,0,0,0,0,0,0
Éder Militão,BRA,DF,Real Madrid,La Liga,26,1998,10.4,12,1.15,9,0,0,2,0,1,1,0.1,1,0,0,0,0,0
Luis Milla,ESP,MF,Getafe,La Liga,29,1994,31.9,130,4.07,72,43,4,4,5,2,6,0.19,3,3,0,0,0,0
Pere Milla,ESP,"MF,FW",Espanyol,La Liga,31,1992,5.1,13,2.57,11,1,0,1,0,0,1,0.2,1,0,0,0,0,0
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,2002,20.5,66,3.22,49,2,5,7,3,0,10,0.49,8,0,1,1,0,0
James Milner,ENG,MF,Brighton,Premier League,38,1986,1.9,8,4.24,5,2,0,0,1,0,0,0,0,0,0,0,0,0
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27,1996,25.4,26,1.03,24,0,0,0,1,1,2,0.08,2,0,0,0,0,0
Yerry Mina,COL,DF,Cagliari,Serie A,29,1994,28.5,26,0.91,22,0,0,4,0,0,2,0.07,1,0,0,1,0,0
Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,29,1995,24.8,80,3.23,67,0,6,6,0,1,7,0.28,5,0,1,1,0,0
Lucas Mincarelli,FRA,DF,Montpellier,Ligue 1,20,2004,7.9,6,0.75,4,1,1,0,0,0,0,0,0,0,0,0,0,0
Tyrone Mings,ENG,DF,Aston Villa,Premier League,31,1993,12.4,18,1.45,15,0,0,1,1,1,2,0.16,1,0,0,1,0,0
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,La Liga,25,1999,30.3,97,3.2,77,9,2,4,3,2,14,0.46,10,1,2,0,1,0
Kim Minsu,KOR,"MF,FW",Girona,La Liga,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yankuba Minteh,GAM,"FW,MF",Brighton,Premier League,20,2004,20.4,64,3.14,37,8,13,3,2,1,13,0.64,6,0,6,1,0,0
Bojan Miovski,MKD,FW,Girona,La Liga,25,1999,9.7,10,1.03,4,0,1,2,2,1,4,0.41,2,0,0,1,1,0
Rafa Mir,ESP,"FW,MF",Valencia,La Liga,27,1997,8.4,11,1.31,8,0,0,3,0,0,4,0.48,2,0,0,2,0,0
Juan Miranda,ESP,DF,Bologna,Serie A,24,2000,25.3,96,3.79,57,32,1,4,1,1,13,0.51,11,2,0,0,0,0
Fabio Miretti,ITA,"MF,FW",Genoa,Serie A,20,2003,18.6,53,2.84,29,11,4,5,4,0,6,0.32,4,2,0,0,0,0
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,24,1999,34.4,72,2.1,65,1,0,3,2,1,7,0.2,6,0,0,0,1,0
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,27,1997,28.9,87,3.01,73,0,6,3,4,1,10,0.35,9,0,0,0,1,0
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,27,1997,27.4,98,3.57,87,8,2,0,0,1,15,0.55,14,1,0,0,0,0
Koji Miyoshi,JPN,"FW,MF",Bochum,Bundesliga,27,1997,5.2,9,1.75,7,0,1,1,0,0,0,0,0,0,0,0,0,0
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,35,1989,25.9,101,3.8,96,2,2,0,1,0,12,0.45,11,0,0,0,1,0
Jakub Moder,POL,MF,Brighton,Premier League,25,1999,0.1,4,32.73,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Modesto,ANG,"DF,MF",Udinese,Serie A,24,1999,6.8,23,3.4,22,1,0,0,0,0,2,0.3,2,0,0,0,0,0
Luka Modrić,CRO,MF,Real Madrid,La Liga,38,1985,20.3,122,6.01,84,33,0,4,0,1,15,0.74,12,3,0,0,0,0
Max Moerstedt,GER,FW,Hoffenheim,Bundesliga,,,5,16,3.18,11,0,1,1,3,0,0,0,0,0,0,0,0,0
Terem Moffi,NGA,FW,Nice,Ligue 1,25,1999,0.6,5,7.63,1,0,1,3,0,0,2,3.05,0,0,1,1,0,0
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,26,1997,13.9,17,1.22,9,0,4,3,1,0,2,0.14,0,0,1,0,1,0
Johan Mojica,COL,DF,Mallorca,La Liga,31,1992,30.6,83,2.71,67,7,4,3,2,0,6,0.2,5,1,0,0,0,0
David Mokwa,FRA,"DF,FW",Hoffenheim,Bundesliga,20,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,20,2003,30.2,106,3.52,76,0,17,7,5,1,6,0.2,3,0,1,1,1,0
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,26,1998,17.7,44,2.49,32,6,3,1,0,2,5,0.28,5,0,0,0,0,0
Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,32,1991,2.7,10,3.7,5,3,0,1,0,1,0,0,0,0,0,0,0,0
Jon Moncayola,ESP,MF,Osasuna,La Liga,26,1998,23.3,67,2.87,46,18,0,2,0,1,4,0.17,3,1,0,0,0,0
Jeremy Monga,,"FW,MF",Leicester City,Premier League,,,1.2,2,1.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzalo Montiel,ARG,"DF,MF",Sevilla,La Liga,27,1997,1.3,2,1.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,36,5,0.14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikey Moore,ENG,FW,Tottenham,Premier League,16,2007,4.1,12,2.95,7,2,0,1,2,0,2,0.49,1,0,0,1,0,0
Álvaro Morata,ESP,"FW,MF",Milan,Serie A,31,1992,12.2,21,1.72,16,0,1,1,2,1,3,0.25,2,0,0,1,0,0
Morato,BRA,DF,Nott'ham Forest,Premier League,23,2001,10.1,3,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Moreira,POR,"DF,MF",Strasbourg,Ligue 1,19,2004,28.5,67,2.35,44,5,10,4,2,2,10,0.35,7,0,1,0,1,1
Alberto Moreno,ESP,DF,Como,Serie A,32,1992,19.2,36,1.88,32,3,0,1,0,0,2,0.1,2,0,0,0,0,0
Álex Moreno,ESP,"DF,MF",Nott'ham Forest,Premier League,31,1993,10.6,16,1.51,15,1,0,0,0,0,2,0.19,2,0,0,0,0,0
Gerard Moreno,ESP,FW,Villarreal,La Liga,32,1992,8,39,4.87,31,0,2,3,2,1,4,0.5,2,0,0,1,1,0
Matias Moreno,ARG,DF,Fiorentina,Serie A,20,2003,1.6,3,1.87,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Xavier Moreno,ESP,FW,Valladolid,La Liga,19,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tete Morente,ESP,"FW,MF",Lecce,Serie A,27,1996,22.5,61,2.72,50,1,4,3,2,1,4,0.18,2,1,1,0,0,0
Mateu Morey,ESP,DF,Mallorca,La Liga,24,2000,8.2,12,1.46,9,0,1,0,1,1,1,0.12,1,0,0,0,0,0
Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,21,2003,23.7,55,2.32,40,0,2,5,4,4,5,0.21,3,0,0,1,1,0
Manu Morlanes,ESP,MF,Mallorca,La Liga,25,1999,14.9,35,2.35,32,1,0,2,0,0,0,0,0,0,0,0,0,0
Nikola Moro,CRO,MF,Bologna,Serie A,26,1998,13.4,48,3.56,33,9,1,3,0,2,6,0.44,3,0,0,2,0,1
Raúl Moro,ESP,"MF,FW",Valladolid,La Liga,21,2002,26,94,3.61,57,13,19,1,3,1,9,0.35,6,0,2,0,1,0
Sam Morsy,EGY,MF,Ipswich Town,Premier League,32,1991,30.6,51,1.67,46,4,0,0,1,0,2,0.07,2,0,0,0,0,0
Gabriel Moscardo,BRA,"MF,DF",Reims,Ligue 1,18,2005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian Mosquera,ESP,DF,Valencia,La Liga,20,2004,36.9,14,0.38,12,0,0,0,0,2,1,0.03,1,0,0,0,0,0
Daniel Mosquera,COL,FW,Hellas Verona,Serie A,24,1999,15.3,43,2.82,28,0,1,11,1,2,3,0.2,2,0,0,1,0,0
Yerson Mosquera,COL,DF,Wolves,Premier League,23,2001,4.9,5,1.02,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Dany Mota,POR,"FW,MF",Monza,Serie A,26,1998,23.4,55,2.35,41,0,3,4,7,0,3,0.13,3,0,0,0,0,0
Yael Mouanga,FRA,DF,Montpellier,Ligue 1,19,2005,10.5,6,0.57,4,1,0,1,0,0,0,0,0,0,0,0,0,0
Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,23,2001,11.5,21,1.82,17,0,3,1,0,0,3,0.26,3,0,0,0,0,0
Youssoufa Moukoko,GER,"FW,MF",Nice,Ligue 1,19,2004,2.3,6,2.62,5,0,0,1,0,0,1,0.44,1,0,0,0,0,0
Steve Mounié,BEN,"FW,MF",Augsburg,Bundesliga,29,1994,3.9,7,1.82,2,0,1,4,0,0,0,0,0,0,0,0,0,0
Mason Mount,ENG,MF,Manchester Utd,Premier League,25,1999,6.9,22,3.18,15,3,0,3,1,0,0,0,0,0,0,0,0,0
Santiago Mouriño,URU,DF,Alavés,La Liga,22,2002,20.5,11,0.54,8,1,0,0,2,0,2,0.1,1,0,0,0,1,0
Louis Mouton,FRA,MF,Saint-Étienne,Ligue 1,22,2002,11.6,28,2.41,22,3,2,0,0,1,2,0.17,2,0,0,0,0,0
Divin Mubama,ENG,FW,Manchester City,Premier League,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,23,2001,1.7,6,3.6,4,1,0,0,1,0,0,0,0,0,0,0,0,0
Ngal'Ayel Mukau,COD,MF,Lille,Ligue 1,19,2004,13.2,20,1.51,19,0,0,1,0,0,1,0.08,1,0,0,0,0,0
Nordi Mukiele,FRA,DF,Leverkusen,Bundesliga,26,1997,10,15,1.5,11,0,2,1,0,1,1,0.1,0,0,0,1,0,0
Florian Müller,GER,GK,Freiburg,Bundesliga,26,1997,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Müller,GER,GK,Heidenheim,Bundesliga,33,1991,32.7,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0
Marius Müller,GER,GK,Wolfsburg,Bundesliga,31,1993,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Müller,GER,"MF,FW",Bayern Munich,Bundesliga,34,1989,13.6,73,5.36,62,2,3,6,0,0,9,0.66,7,0,1,1,0,0
Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,26,1998,22.4,11,0.49,10,0,0,0,1,0,3,0.13,3,0,0,0,0,0
Marshall Munetsi,ZIM,"MF,FW",Wolves,Premier League,28,1996,12,21,1.75,16,0,0,2,2,1,1,0.08,1,0,0,0,0,0
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,28,1996,18.8,41,2.18,31,0,2,3,4,1,4,0.21,3,0,0,1,0,0
Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,2001,10.7,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,26,1997,12.2,10,0.82,8,0,0,2,0,0,0,0,0,0,0,0,0,0
Álex Muñoz,ESP,DF,Las Palmas,La Liga,30,1994,15.7,15,0.95,12,1,0,0,2,0,0,0,0,0,0,0,0,0
Daniel Muñoz,COL,DF,Crystal Palace,Premier League,28,1996,35.9,85,2.37,69,2,2,6,1,5,11,0.31,9,0,1,1,0,0
Iker Muñoz,ESP,MF,Osasuna,La Liga,21,2002,6.8,15,2.21,10,0,1,2,2,0,2,0.29,1,0,0,1,0,0
Javier Muñoz,ESP,"MF,DF",Las Palmas,La Liga,29,1995,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0
Víctor Muñoz,ESP,"FW,DF",Real Madrid,La Liga,21,2003,0.4,1,2.5,1,0,0,0,0,0,1,2.5,1,0,0,0,0,0
Arijanet Muric,KVX,GK,Ipswich Town,Premier League,25,1998,18,1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Murillo,BRA,DF,Nott'ham Forest,Premier League,22,2002,35.4,44,1.24,30,7,0,4,1,2,2,0.06,1,1,0,0,0,0
Vedat Muriqi,KVX,FW,Mallorca,La Liga,30,1994,22.9,45,1.97,30,0,2,8,4,1,6,0.26,5,0,0,0,1,0
Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,29,1995,26.2,82,3.13,65,5,4,3,3,2,15,0.57,14,0,0,0,1,0
Bob Murphy Omoregbe,ITA,MF,Milan,Serie A,20,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Musah,USA,"MF,FW",Milan,Serie A,21,2002,17.5,45,2.58,34,1,5,3,1,1,4,0.23,4,0,0,0,0,0
Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,21,2003,20,111,5.56,70,1,22,7,9,2,9,0.45,4,0,2,1,1,1
Florent Muslija,KVX,"FW,MF",Freiburg,Bundesliga,26,1998,1.9,7,3.77,6,1,0,0,0,0,1,0.54,1,0,0,0,0,0
Almoatasem Al Musrati,LBY,MF,Monaco,Ligue 1,28,1996,4.3,15,3.51,12,0,1,2,0,0,1,0.23,1,0,0,0,0,0
Juan Musso,ARG,GK,Atalanta,Serie A,30,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Musso,ARG,GK,Atlético Madrid,La Liga,30,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingstone Mutandwa,ZAM,"FW,MF",Cagliari,Serie A,21,2003,1.4,1,0.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Junior Mwanga,FRA,MF,Le Havre,Ligue 1,21,2003,10.6,24,2.27,17,4,0,3,0,0,5,0.47,4,0,0,1,0,0
Junior Mwanga,FRA,MF,Strasbourg,Ligue 1,21,2003,3.3,2,0.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,30,1994,29,63,2.18,51,8,0,1,2,1,10,0.35,8,1,0,0,1,0
Vitaliy Mykolenko,UKR,DF,Everton,Premier League,25,1999,34.2,43,1.26,40,0,1,2,0,0,4,0.12,3,0,0,1,0,0
Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,27,1997,24.3,41,1.69,34,2,3,1,1,0,8,0.33,6,0,1,0,1,0
