player,nation,position,squad,competition,age,born,90s,goals,shots_total,shots_ontarget,shots_ontarget%,shots_total_per90,shots_ontarget_per90,goals_pershot,goals_pershot_ontarget,avg_shotdistance,shots_fromfk,pk_made,pk_attempted,xg,npxg,npxg_pershot,goals-xg,npg-npxg
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23,2000,7.6,0,7,4,57.1,0.92,0.53,0,0,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,26,1997,8.9,0,6,1,16.7,0.68,0.11,0,0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,26,1997,25,15,81,32,39.5,3.24,1.28,0.17,0.44,14.7,0,1,1,10.3,9.5,0.12,4.7,4.5
Anthony Lopes,POR,GK,Nantes,Ligue 1,33,1990,17.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
David López,ESP,DF,Mallorca,La Liga,21,2003,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
David López,ESP,DF,Girona,La Liga,34,1989,27,1,12,3,25,0.44,0.11,0.08,0.33,15.9,0,0,0,0.9,0.9,0.07,0.1,0.1
Diego López,ESP,"MF,FW",Valencia,La Liga,22,2002,30.4,8,44,14,31.8,1.45,0.46,0.18,0.57,15.1,0,0,0,6.6,6.6,0.15,1.4,1.4
Fer López,,"FW,MF",Celta Vigo,La Liga,,,7.5,2,20,5,25,2.68,0.67,0.1,0.4,15.7,0,0,0,2.7,2.7,0.14,-0.7,-0.7
Fermin López,ESP,"MF,FW",Barcelona,La Liga,21,2003,13.9,6,41,15,36.6,2.95,1.08,0.15,0.4,18,0,0,0,5.6,5.6,0.14,0.4,0.4
Javi López,ESP,DF,Real Sociedad,La Liga,22,2002,21.5,0,5,1,20,0.23,0.05,0,0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Pau López,ESP,GK,Girona,La Liga,29,1994,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Roberto López,ESP,MF,Leganés,La Liga,24,2000,4.4,0,6,1,16.7,1.36,0.23,0,0,27.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Unai López,ESP,MF,Rayo Vallecano,La Liga,28,1995,19,3,26,11,42.3,1.37,0.58,0.12,0.27,22.8,1,0,0,1.6,1.6,0.06,1.4,1.4
Iker Losada,ESP,"FW,MF",Celta Vigo,La Liga,22,2001,4,1,3,2,66.7,0.75,0.5,0.33,0.5,11.7,0,0,0,1.1,1.1,0.38,-0.1,-0.1
Iker Losada,ESP,"MF,FW",Betis,La Liga,22,2001,3.7,0,5,1,20,1.34,0.27,0,0,18.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38,1986,12.6,0,5,0,0,0.4,0,0,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,25,1998,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21,2003,8.6,1,12,4,33.3,1.39,0.46,0.08,0.25,20,1,0,0,0.8,0.8,0.07,0.2,0.2
Sandi Lovrić,SVN,MF,Udinese,Serie A,26,1998,25.6,2,49,12,24.5,1.91,0.47,0.04,0.17,22.5,5,0,0,2.6,2.6,0.05,-0.6,-0.6
Pol Lozano,ESP,MF,Espanyol,La Liga,24,1999,21.6,0,8,2,25,0.37,0.09,0,0,29.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Lorenzo Lucca,ITA,FW,Udinese,Serie A,23,2000,26.1,12,64,25,39.1,2.45,0.96,0.17,0.44,13.6,0,1,1,7.6,6.8,0.11,4.4,4.2
Jhon Lucumí,COL,DF,Bologna,Serie A,26,1998,29,0,13,2,15.4,0.45,0.07,0,0,11,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Yannik Lührs,GER,DF,Dortmund,Bundesliga,20,2003,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,29,1995,20,0,12,4,33.3,0.6,0.2,0,0,19.3,0,0,0,1,1,0.09,-1,-1
José Luis Palomino,ARG,DF,Cagliari,Serie A,34,1990,12,1,2,1,50,0.17,0.08,0.5,1,4.6,0,0,0,0.5,0.5,0.24,0.5,0.5
Douglas Luiz,BRA,MF,Juventus,Serie A,26,1998,5.9,0,8,2,25,1.36,0.34,0,0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Romelu Lukaku,BEL,FW,Napoli,Serie A,31,1993,31.6,14,60,20,33.3,1.9,0.63,0.18,0.55,14.3,1,3,4,13,9.8,0.17,1,1.2
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21,2002,17.5,0,4,1,25,0.23,0.06,0,0,15.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26,1997,34.4,11,93,38,40.9,2.71,1.11,0.11,0.26,19.2,2,1,1,10.1,9.3,0.1,0.9,0.7
Saša Lukić,SRB,MF,Fulham,Premier League,27,1996,26,0,18,2,11.1,0.69,0.08,0,0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2
Milos Lukovic,SRB,"FW,MF",Strasbourg,Ligue 1,18,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Joe Lumley,ENG,GK,Southampton,Premier League,29,1995,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Daniel Luna,COL,MF,Mallorca,La Liga,21,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25,1999,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,31,1992,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,27,1996,36,1,21,5,23.8,0.58,0.14,0.05,0.2,12.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22,2002,17.8,2,23,4,17.4,1.29,0.22,0.09,0.5,16,0,0,0,2.1,2.1,0.09,-0.1,-0.1
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,30,1993,11.6,0,6,2,33.3,0.52,0.17,0,0,21.4,2,0,0,0.2,0.2,0.04,-0.2,-0.2
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25,1999,30.4,0,24,3,12.5,0.79,0.1,0,0,22,0,0,0,1.1,1.1,0.05,-1.1,-1.1
Mathias Løvik,NOR,"DF,FW",Parma,Serie A,20,2003,1,0,1,0,0,0.98,0,0,,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Othmane Maamma,MAR,"FW,MF",Montpellier,Ligue 1,18,2005,4,1,10,3,30,2.49,0.75,0.1,0.33,14.7,0,0,0,0.7,0.7,0.1,0.3,0.3
Ian Maatsen,NED,DF,Aston Villa,Premier League,22,2002,12.7,1,19,5,26.3,1.5,0.4,0.05,0.2,22.1,0,0,0,0.9,0.9,0.05,0.1,0.1
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25,1998,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,30,1993,20.1,1,23,5,21.7,1.15,0.25,0.04,0.2,19.2,1,0,0,2.3,2.3,0.1,-1.3,-1.3
Lanroy Machine,FRA,FW,Angers,Ligue 1,18,2005,0.1,0,1,0,0,11.25,0,0,,18.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,24,1999,21.7,11,49,21,42.9,2.26,0.97,0.18,0.43,17.2,4,2,2,6.5,4.9,0.1,4.5,4.1
Darwin Machís,VEN,"MF,FW",Valladolid,La Liga,31,1993,7.1,0,14,2,14.3,1.97,0.28,0,0,22.1,1,0,0,0.9,0.9,0.06,-0.9,-0.9
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,25,1998,8.8,0,10,2,20,1.14,0.23,0,0,20.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
James Maddison,ENG,MF,Tottenham,Premier League,27,1996,20.1,9,39,17,43.6,1.94,0.85,0.23,0.53,16.7,6,0,0,5.8,5.8,0.15,3.2,3.2
Eros Maddy,NED,DF,Auxerre,Ligue 1,23,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Noni Madueke,ENG,FW,Chelsea,Premier League,22,2002,22.6,7,80,30,37.5,3.54,1.33,0.09,0.23,14.4,0,0,0,9.6,9.6,0.12,-2.6,-2.6
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27,1997,26.3,0,7,1,14.3,0.27,0.04,0,0,19,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26,1997,26.3,3,22,5,22.7,0.84,0.19,0.14,0.6,9.5,0,0,0,2.6,2.6,0.12,0.4,0.4
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,20,2003,11.4,0,8,3,37.5,0.7,0.26,0,0,19,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,Premier League,23,2001,1.3,0,1,0,0,0.76,0,0,,23.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,28,1995,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26,1998,25.8,1,19,6,31.6,0.74,0.23,0.05,0.17,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,24,1999,16.8,5,44,18,40.9,2.61,1.07,0.11,0.28,12.4,0,0,0,6,6,0.14,-1,-1
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31,1993,19.5,1,15,6,40,0.77,0.31,0.07,0.17,8.2,0,0,0,1.8,1.8,0.12,-0.8,-0.8
Jon Magunazelaia,ESP,MF,Real Sociedad,La Liga,23,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Arne Maier,GER,MF,Augsburg,Bundesliga,25,1999,10.4,0,18,6,33.3,1.73,0.58,0,0,24.3,3,0,0,1.5,1.5,0.08,-1.5,-1.5
Mike Maignan,FRA,GK,Milan,Serie A,29,1995,36.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29,1994,34,1,25,8,32,0.74,0.24,0.04,0.13,14.1,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19,2005,18.3,0,15,2,13.3,0.82,0.11,0,0,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,26,1997,22.1,1,22,7,31.8,1,0.32,0.05,0.14,16,0,0,0,2.9,2.9,0.13,-1.9,-1.9
Radosław Majecki,POL,GK,Monaco,Ligue 1,24,1999,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26,1998,3.4,2,6,4,66.7,1.78,1.18,0.17,0.25,21.7,0,1,1,1.4,0.6,0.1,0.6,0.4
Hamidou Makalou,MLI,"FW,MF",Brest,Ligue 1,18,2006,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22,2001,8.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26,1998,23.9,0,7,0,0,0.29,0,0,,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32,1991,6.5,0,1,0,0,0.15,0,0,,13.3,0,0,0,0,0,0.02,0,0
Tyrell Malacia,NED,DF,Manchester Utd,Premier League,24,1999,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jarzinho Malanga,GER,DF,Stuttgart,Bundesliga,18,2006,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23,2001,5,1,3,1,33.3,0.59,0.2,0.33,1,7.3,0,0,0,0.2,0.2,0.08,0.8,0.8
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,22,2001,14.5,3,39,13,33.3,2.69,0.9,0.08,0.23,19.7,5,0,0,4.8,4.8,0.13,-1.8,-1.8
Daniel Maldini,ITA,"FW,MF",Atalanta,Serie A,22,2001,2.9,3,10,5,50,3.49,1.74,0.3,0.6,15.5,0,0,0,1.9,1.9,0.19,1.1,1.1
Youssef Maleh,MAR,MF,Empoli,Serie A,25,1998,16.8,0,17,3,17.6,1.01,0.18,0,0,24,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Donyell Malen,NED,FW,Aston Villa,Premier League,25,1999,3.4,3,15,9,60,4.43,2.66,0.2,0.33,15.2,0,0,0,2.2,2.2,0.14,0.8,0.8
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,25,1999,6.8,3,19,6,31.6,2.79,0.88,0.16,0.5,14.2,0,0,0,2.9,2.9,0.15,0.1,0.1
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31,1993,4.3,0,9,3,33.3,2.11,0.7,0,0,30.2,3,0,0,0.2,0.2,0.03,-0.2,-0.2
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24,1999,8.4,0,3,0,0,0.36,0,0,,10.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Lennard Maloney,USA,MF,Mainz 05,Bundesliga,24,1999,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aaron Malouda,FRA,FW,Lille,Ligue 1,18,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23,2000,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dennis Man,ROU,"FW,MF",Parma,Serie A,25,1998,22.2,4,49,20,40.8,2.21,0.9,0.08,0.2,17.1,0,0,0,5.5,5.5,0.11,-1.5,-1.5
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24,1999,0.2,0,1,1,100,4.29,4.29,0,0,36.4,0,0,0,0,0,0.02,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,28,1996,34.9,2,22,5,22.7,0.63,0.14,0.09,0.4,12.3,0,0,0,1.7,1.7,0.08,0.3,0.3
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39,1985,16.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Christos Mandas,GRE,GK,Lazio,Serie A,22,2001,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30,1994,10.5,0,1,1,100,0.1,0.1,0,0,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Aïssa Mandi,ALG,DF,Lille,Ligue 1,32,1991,19.3,0,6,2,33.3,0.31,0.1,0,0,9,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27,1997,20.6,4,37,14,37.8,1.79,0.68,0.08,0.21,24.6,6,1,1,2.7,1.9,0.05,1.3,1.1
Mateus Mane,,MF,Wolves,Premier League,,,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Orel Mangala,BEL,MF,Everton,Premier League,26,1998,14,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Orel Mangala,BEL,MF,Lyon,Ligue 1,26,1998,0.7,0,1,0,0,1.34,0,0,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ryan Manning,IRL,"DF,MF",Southampton,Premier League,28,1996,16.2,0,8,1,12.5,0.49,0.06,0,0,22,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30,1994,5.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Johan Manzambi,SUI,"FW,MF",Freiburg,Bundesliga,18,2005,3.7,2,11,3,27.3,2.96,0.81,0.18,0.67,16.4,0,0,0,1.3,1.3,0.12,0.7,0.7
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19,2005,0.1,0,1,0,0,15,0,0,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22,2002,8.5,1,19,5,26.3,2.23,0.59,0.05,0.2,16.2,0,0,0,2,2,0.11,-1,-1
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,21,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alessandro Marcandalli,ITA,DF,Venezia,Serie A,21,2002,3.9,0,2,1,50,0.51,0.25,0,0,6.3,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Marcão,BRA,DF,Sevilla,La Liga,28,1996,6.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Solly March,ENG,"FW,MF",Brighton,Premier League,30,1994,1.9,0,2,0,0,1.07,0,0,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Filip Marchwiński,POL,MF,Lecce,Serie A,22,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35,1989,17.4,0,8,2,25,0.46,0.12,0,0,19.7,0,0,0,1,1,0.12,-1,-1
Alberto Marí,ESP,FW,Valencia,La Liga,23,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Pablo Marí,ESP,DF,Monza,Serie A,30,1993,18.1,0,2,0,0,0.11,0,0,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Pablo Marí,ESP,DF,Fiorentina,Serie A,30,1993,12.2,0,5,1,20,0.41,0.08,0,0,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
José María Giménez,URU,DF,Atlético Madrid,La Liga,29,1995,22.2,0,5,1,20,0.23,0.05,0,0,8.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Luca Marianucci,ITA,DF,Empoli,Serie A,20,2004,11.9,0,8,2,25,0.67,0.17,0,0,18.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Mirko Marić,CRO,"FW,MF",Monza,Serie A,29,1995,1.2,0,1,0,0,0.85,0,0,,16,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Mirko Marić,CRO,FW,Venezia,Serie A,29,1995,4,0,6,0,0,1.52,0,0,,13.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Arkaitz Mariezkurrena,ESP,"FW,MF",Real Sociedad,La Liga,19,2005,2.7,2,10,5,50,3.73,1.87,0.2,0.4,16.9,0,0,0,1,1,0.1,1,1
Rafa Marín,ESP,DF,Napoli,Serie A,22,2002,1.6,0,2,1,50,1.27,0.63,0,0,16.6,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21,2003,13.8,1,21,7,33.3,1.53,0.51,0.05,0.14,18.5,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Răzvan Marin,ROU,MF,Cagliari,Serie A,28,1996,15.6,3,21,8,38.1,1.34,0.51,0.05,0.13,25.6,2,2,2,2.4,0.8,0.04,0.6,0.2
Guillermo Maripán,CHI,DF,Torino,Serie A,30,1994,26,1,12,5,41.7,0.46,0.19,0.08,0.2,12.8,0,0,0,0.9,0.9,0.08,0.1,0.1
Mika Mármol,ESP,DF,Las Palmas,La Liga,23,2001,26.7,0,10,0,0,0.38,0,0,,15.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,25,1999,13.1,7,49,17,34.7,3.75,1.3,0.14,0.41,18.6,7,0,0,5.5,5.5,0.11,1.5,1.5
Omar Marmoush,EGY,FW,Eint Frankfurt,Bundesliga,25,1999,16.1,15,75,34,45.3,4.66,2.11,0.17,0.38,18.1,6,2,2,8.8,7.3,0.1,6.2,5.7
Mario Maroto,ESP,MF,Valladolid,La Liga,20,2003,0.7,0,1,0,0,1.41,0,0,,28.1,0,0,0,0,0,0.02,0,0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30,1994,19.2,2,8,3,37.5,0.42,0.16,0.25,0.67,9.7,0,0,0,1.1,1.1,0.14,0.9,0.9
Unai Marrero,ESP,GK,Real Sociedad,La Liga,22,2001,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ange Martial Tia,MLI,"MF,DF",Reims,Ligue 1,17,2006,1.9,0,4,2,50,2.11,1.05,0,0,13.4,0,0,0,1.3,1.3,0.32,-1.3,-1.3
Aarón Martín,ESP,DF,Genoa,Serie A,27,1997,34.3,0,16,4,25,0.47,0.12,0,0,23.6,5,0,0,0.9,0.9,0.06,-0.9,-0.9
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22,2002,14.8,2,26,12,46.2,1.76,0.81,0.08,0.17,17,0,0,0,2.3,2.3,0.09,-0.3,-0.3
Diego Martín,ESP,FW,Las Palmas,La Liga,20,2003,0.4,0,1,0,0,2.25,0,0,,28.9,0,0,0,0,0,0.04,0,0
Gerard Martín,ESP,DF,Barcelona,La Liga,22,2002,11.5,1,7,2,28.6,0.61,0.17,0.14,0.5,16.6,0,0,0,0.5,0.5,0.07,0.5,0.5
Iván Martín,ESP,MF,Girona,La Liga,25,1999,22.7,1,11,3,27.3,0.49,0.13,0.09,0.33,19.1,0,0,0,1.8,1.8,0.16,-0.8,-0.8
Jon Martin,ESP,DF,Real Sociedad,La Liga,18,2006,10,0,9,1,11.1,0.9,0.1,0,0,10.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Jonas Martin,FRA,MF,Brest,Ligue 1,34,1990,5.5,1,3,1,33.3,0.54,0.18,0.33,1,8.7,0,0,0,0.4,0.4,0.14,0.6,0.6
Mario Martín,ESP,MF,Valladolid,La Liga,20,2004,19.4,0,28,13,46.4,1.44,0.67,0,0,21.4,0,0,0,1.8,1.8,0.06,-1.8,-1.8
Gabriel Martinelli,BRA,"FW,MF",Arsenal,Premier League,23,2001,25.4,8,55,24,43.6,2.16,0.94,0.15,0.33,12.9,0,0,0,7.4,7.4,0.14,0.6,0.6
Arnau Martinez,ESP,"DF,MF",Girona,La Liga,21,2003,29.2,2,19,6,31.6,0.65,0.21,0.11,0.33,15.4,0,0,0,1.2,1.2,0.07,0.8,0.8
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31,1992,35.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33,1991,27.7,0,13,2,15.4,0.47,0.07,0,0,13.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Javi Martínez,ESP,MF,Osasuna,La Liga,24,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Josep Martinez,ESP,GK,Inter,Serie A,26,1998,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lautaro Martínez,ARG,FW,Inter,Serie A,26,1997,27.5,12,99,33,33.3,3.6,1.2,0.12,0.36,13.8,0,0,0,13.5,13.5,0.13,-1.5,-1.5
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26,1998,19.5,2,17,6,35.3,0.87,0.31,0.12,0.33,15.9,0,0,0,1.3,1.3,0.08,0.7,0.7
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28,1996,3.9,1,3,1,33.3,0.77,0.26,0.33,1,12.7,0,0,0,0.7,0.7,0.24,0.3,0.3
Ramón Martínez,ESP,DF,Sevilla,La Liga,21,2002,2.9,1,4,3,75,1.38,1.03,0.25,0.33,11.8,0,0,0,0.3,0.3,0.08,0.7,0.7
Toni Martínez,ESP,FW,Alavés,La Liga,27,1997,11.2,4,46,15,32.6,4.09,1.33,0.09,0.27,17.1,0,0,0,3.6,3.6,0.08,0.4,0.4
Kevin Martins,ITA,"MF,DF",Monza,Serie A,19,2005,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25,1999,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,31,1992,26,4,23,10,43.5,0.89,0.39,0.17,0.4,15.4,0,0,0,2,2,0.09,2,2
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24,2000,11.5,0,5,0,0,0.43,0,0,,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Omar Mascarell,EQG,MF,Mallorca,La Liga,31,1993,22.1,1,9,2,22.2,0.41,0.09,0.11,0.5,16.8,0,0,0,0.5,0.5,0.05,0.5,0.5
Adam Masina,MAR,DF,Torino,Serie A,30,1994,21.3,1,8,2,25,0.38,0.09,0.13,0.5,14.6,0,0,0,0.7,0.7,0.09,0.3,0.3
Patrizio Masini,ITA,MF,Genoa,Serie A,23,2001,17.1,1,8,1,12.5,0.47,0.06,0.13,1,15.5,0,0,0,0.4,0.4,0.05,0.6,0.6
Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30,1994,11.7,2,30,15,50,2.56,1.28,0.07,0.13,14.5,1,0,0,3.9,3.9,0.13,-1.9,-1.9
Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,1998,10.1,1,7,4,57.1,0.69,0.4,0.14,0.25,11,0,0,0,0.6,0.6,0.09,0.4,0.4
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23,2001,11.6,0,6,3,50,0.52,0.26,0,0,17.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Clinton Mata,ANG,DF,Lyon,Ligue 1,31,1992,26.3,0,5,0,0,0.19,0,0,,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35,1988,7.3,0,17,6,35.3,2.33,0.82,0,0,11.3,0,0,0,2.6,2.6,0.15,-2.6,-2.6
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21,2003,3.5,1,12,4,33.3,3.46,1.15,0.08,0.25,14.1,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21,2002,21.3,3,34,13,38.2,1.6,0.61,0.09,0.23,21,0,0,0,3.7,3.7,0.11,-0.7,-0.7
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22,2002,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,29.4,14,68,29,42.6,2.31,0.99,0.18,0.41,15.5,0,2,2,13.6,12,0.18,0.4,0
Nemanja Matić,SRB,MF,Lyon,Ligue 1,35,1988,22.3,0,2,1,50,0.09,0.04,0,0,14.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,2008,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22,2002,28.3,1,14,2,14.3,0.49,0.07,0.07,0.5,10.2,0,0,0,1.8,1.8,0.13,-0.8,-0.8
