player,nation,position,squad,competition,age,born,90s,goals,shots_total,shots_ontarget,shots_ontarget%,shots_total_per90,shots_ontarget_per90,goals_pershot,goals_pershot_ontarget,avg_shotdistance,shots_fromfk,pk_made,pk_attempted,xg,npxg,npxg_pershot,goals-xg,npg-npxg
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,10.2,2,10,3,30,0.98,0.29,0.2,0.67,17.1,0,0,0,1.9,1.9,0.19,0.1,0.1
Alan Matturro,URU,DF,Genoa,Serie A,19,2004,10,0,4,3,75,0.4,0.3,0,0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26,1998,23.1,1,11,2,18.2,0.48,0.09,0.09,0.5,20,0,0,0,1.2,1.2,0.11,-0.2,-0.2
Neal Maupay,FRA,FW,Marseille,Ligue 1,27,1996,11.6,4,19,10,52.6,1.64,0.86,0.21,0.4,10.6,0,0,0,4.1,4.1,0.22,-0.1,-0.1
Maurides,BRA,FW,St. Pauli,Bundesliga,30,1994,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26,1997,22.7,0,18,5,27.8,0.79,0.22,0,0,14.8,0,0,0,1.5,1.5,0.09,-1.5,-1.5
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19,2005,16.7,0,1,1,100,0.06,0.06,0,0,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20,2004,2.8,2,7,4,57.1,2.5,1.43,0.29,0.5,12.9,0,0,0,1,1,0.14,1,1
Borja Mayoral,ESP,FW,Getafe,La Liga,27,1997,12.4,5,19,8,42.1,1.54,0.65,0.21,0.5,13.9,0,1,1,3.4,2.6,0.14,1.6,1.4
Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,18,2006,9,2,25,8,32,2.78,0.89,0.08,0.25,15.9,0,0,0,2.9,2.9,0.12,-0.9,-0.9
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26,1997,31.5,0,13,3,23.1,0.41,0.1,0,0,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luca Mazzitelli,ITA,MF,Como,Serie A,28,1995,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,17.5,0,0,0,0.2,0.2,0.03,0.8,0.8
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29,1995,7.8,0,3,1,33.3,0.38,0.13,0,0,13.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Samuel Mbangula,BEL,FW,Juventus,Serie A,20,2004,7.9,3,9,5,55.6,1.14,0.63,0.33,0.6,18.7,0,0,0,0.6,0.6,0.07,2.4,2.4
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17,2006,2.5,0,11,4,36.4,4.46,1.62,0,0,18.1,0,0,0,1.1,1.1,0.1,-1.1,-1.1
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,32.3,31,152,75,49.3,4.71,2.32,0.16,0.32,17.3,3,7,9,25.9,18.6,0.12,5.1,5.4
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16,2008,3.8,1,12,7,58.3,3.18,1.85,0.08,0.14,14.4,0,0,0,1.8,1.8,0.15,-0.8,-0.8
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,37.9,20,79,34,43,2.08,0.9,0.19,0.44,17.9,6,5,6,12.3,7.5,0.1,7.7,7.5
James Mcatee,ENG,"MF,FW",Manchester City,Premier League,21,2002,3.9,3,12,4,33.3,3.09,1.03,0.25,0.75,14.3,0,0,0,2.8,2.8,0.23,0.2,0.2
Kasey McAteer,IRL,FW,Leicester City,Premier League,22,2001,9.5,1,13,7,53.8,1.37,0.74,0.08,0.14,16.4,0,0,0,1,1,0.08,0,0
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28,1996,20.4,3,32,12,37.5,1.57,0.59,0.09,0.25,12.3,0,0,0,4.8,4.8,0.15,-1.8,-1.8
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29,1994,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,17,1,0,0,3.1,2.8,0.09,-2.1,-1.8
Scott McKenna,SCO,DF,Las Palmas,La Liga,27,1996,27.4,0,10,0,0,0.36,0,0,,12.5,0,0,0,1.1,1.1,0.11,-1.1,-1.1
Weston McKennie,USA,"MF,DF",Juventus,Serie A,25,1998,25.7,2,22,8,36.4,0.86,0.31,0.09,0.25,12.6,0,0,0,2.9,2.9,0.13,-0.9,-0.9
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25,1999,27.7,1,8,2,25,0.29,0.07,0.13,0.5,11.2,0,0,0,1.4,1.4,0.17,-0.4,-0.4
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24,1999,15.2,4,25,10,40,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27,1996,0.2,0,1,0,0,4.74,0,0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2,0,0,7.4,7.4,0.1,4.6,4.6
Jakov Medić,CRO,DF,Bochum,Bundesliga,25,1998,17.8,1,14,3,21.4,0.79,0.17,0.07,0.33,14.6,0,0,0,0.9,0.9,0.06,0.1,0.1
Facundo Medina,ARG,DF,Lens,Ligue 1,25,1999,28.3,0,27,3,11.1,0.96,0.11,0,0,18.3,0,0,0,1.8,1.8,0.07,-1.8,-1.8
Ben Mee,ENG,DF,Brentford,Premier League,34,1989,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jayden Meghoma,ENG,DF,Brentford,Premier League,18,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Henrik Meister,DEN,FW,Rennes,Ligue 1,20,2003,0.7,1,2,1,50,2.86,1.43,0.5,1,17.4,0,0,0,0.1,0.1,0.03,0.9,0.9
Bamo Meïté,CIV,DF,Montpellier,Ligue 1,22,2001,4.7,0,1,0,0,0.21,0,0,,13.1,0,0,0,0,0,0.02,0,0
Bamo Meïté,CIV,DF,Marseille,Ligue 1,22,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mohamed Meité,FRA,FW,Rennes,Ligue 1,16,2007,6,2,15,5,33.3,2.48,0.83,0.13,0.4,10.8,0,0,0,2.5,2.5,0.16,-0.5,-0.5
Mateo Mejía,ESP,FW,Sevilla,La Liga,21,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,27,1997,21,2,46,14,30.4,2.19,0.67,0.04,0.14,21.9,7,0,0,3.6,3.6,0.08,-1.6,-1.6
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25,1999,1,0,1,0,0,1.01,0,0,,21.4,0,0,0,0,0,0.04,0,0
Arthur Melo,BRA,MF,Girona,La Liga,27,1996,10.5,0,6,1,16.7,0.57,0.1,0,0,26,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22,2002,18.6,1,21,9,42.9,1.13,0.48,0.05,0.11,20.2,1,0,0,2.2,2.2,0.1,-1.2,-1.2
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27,1997,17,3,28,9,32.1,1.65,0.53,0.11,0.33,18,4,0,0,3.5,3.5,0.13,-0.5,-0.5
Antoine Mendy,SEN,DF,Nice,Ligue 1,20,2004,9.2,0,9,1,11.1,0.98,0.11,0,0,14.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Ferland Mendy,FRA,DF,Real Madrid,La Liga,29,1995,11.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nampalys Mendy,SEN,MF,Lens,Ligue 1,32,1992,6.5,0,3,0,0,0.46,0,0,,23.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Nobel Mendy,FRA,DF,Betis,La Liga,19,2004,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,26,1998,25.3,0,4,1,25,0.16,0.04,0,0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alex Meret,ITA,GK,Napoli,Serie A,27,1997,33.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mikel Merino,ESP,"MF,FW",Arsenal,Premier League,28,1996,17.6,7,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0,0,0,5.9,5.9,0.16,1.1,1.1
Quentin Merlin,FRA,DF,Marseille,Ligue 1,22,2002,17.7,1,26,9,34.6,1.47,0.51,0.04,0.11,16.9,0,0,0,2.1,2.1,0.08,-1.1,-1.1
Víctor Meseguer,ESP,MF,Valladolid,La Liga,25,1999,4.6,0,6,0,0,1.29,0,0,,19.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Rafik Messali,FRA,DF,Toulouse,Ligue 1,21,2003,5.1,0,4,0,0,0.79,0,0,,15.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,1991,9.4,1,17,5,29.4,1.81,0.53,0.06,0.2,21,1,0,1,2.4,1.4,0.08,-1.4,-0.4
Connor Metcalfe,AUS,"MF,FW",St. Pauli,Bundesliga,24,1999,4,0,6,3,50,1.51,0.75,0,0,22.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Karol Mets,EST,DF,St. Pauli,Bundesliga,31,1993,10,0,3,0,0,0.3,0,0,,14.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Thomas Meunier,BEL,DF,Lille,Ligue 1,32,1991,21.4,2,28,11,39.3,1.31,0.51,0.07,0.18,16.6,0,0,0,1.9,1.9,0.07,0.1,0.1
Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Shumaira Mheuka,ENG,MF,Chelsea,Premier League,16,2007,0,0,1,1,100,90,90,0,0,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Lucas Michal,FRA,"FW,MF",Monaco,Ligue 1,19,2005,1.3,0,3,1,33.3,2.31,0.77,0,0,12.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Florian Micheler,AUT,MF,Hoffenheim,Bundesliga,19,2005,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Miguel,ESP,FW,Leganés,La Liga,24,1999,19.2,1,33,14,42.4,1.72,0.73,0,0,15.5,0,1,2,4.9,3.3,0.1,-3.9,-3.3
Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,24,2000,14.3,0,31,11,35.5,2.17,0.77,0,0,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,16.1,11,52,22,42.3,3.23,1.37,0.15,0.36,14.1,0,3,4,10.3,7,0.14,0.7,1
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,Ligue 1,21,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,26,1997,37,5,29,8,27.6,0.78,0.22,0.17,0.63,11.6,0,0,0,4,4,0.14,1,1
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,18,2006,3.5,1,3,2,66.7,0.86,0.58,0.33,0.5,14.6,0,0,0,0.5,0.5,0.18,0.5,0.5
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Éder Militão,BRA,DF,Real Madrid,La Liga,26,1998,10.4,1,10,3,30,0.96,0.29,0.1,0.33,17.3,0,0,0,0.6,0.6,0.06,0.4,0.4
Luis Milla,ESP,MF,Getafe,La Liga,29,1994,31.9,1,31,7,22.6,0.97,0.22,0,0,25.3,4,1,1,1.8,1,0.03,-0.8,-1
Pere Milla,ESP,"MF,FW",Espanyol,La Liga,31,1992,5.1,3,11,5,45.5,2.17,0.99,0.27,0.6,15.7,1,0,0,1.5,1.5,0.13,1.5,1.5
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,2002,20.5,6,43,17,39.5,2.1,0.83,0.14,0.35,16.6,0,0,1,7.6,6.7,0.16,-1.6,-0.7
James Milner,ENG,MF,Brighton,Premier League,38,1986,1.9,0,2,0,0,1.06,0,0,,16,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27,1996,25.4,2,7,5,71.4,0.28,0.2,0.29,0.4,6,0,0,0,1.6,1.6,0.23,0.4,0.4
Yerry Mina,COL,DF,Cagliari,Serie A,29,1994,28.5,1,26,8,30.8,0.91,0.28,0.04,0.13,11.2,0,0,0,2.3,2.3,0.09,-1.3,-1.3
Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,29,1995,24.8,6,57,20,35.1,2.3,0.81,0.11,0.3,14.7,0,0,0,8.9,8.9,0.16,-2.9,-2.9
Lucas Mincarelli,FRA,DF,Montpellier,Ligue 1,20,2004,7.9,1,7,2,28.6,0.88,0.25,0.14,0.5,15.3,0,0,0,0.6,0.6,0.09,0.4,0.4
Tyrone Mings,ENG,DF,Aston Villa,Premier League,31,1993,12.4,0,9,1,11.1,0.72,0.08,0,0,11.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,La Liga,25,1999,30.3,4,33,10,30.3,1.09,0.33,0.12,0.4,23.3,8,0,0,1.5,1.5,0.04,2.5,2.5
Kim Minsu,KOR,"MF,FW",Girona,La Liga,18,2006,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Yankuba Minteh,GAM,"FW,MF",Brighton,Premier League,20,2004,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0,0,0,4.1,4.1,0.12,1.9,1.9
Bojan Miovski,MKD,FW,Girona,La Liga,25,1999,9.7,2,14,4,28.6,1.45,0.41,0.14,0.5,12.3,0,0,0,2.7,2.7,0.19,-0.7,-0.7
Rafa Mir,ESP,"FW,MF",Valencia,La Liga,27,1997,8.4,1,27,7,25.9,3.23,0.84,0.04,0.14,16.5,0,0,0,3,3,0.11,-2,-2
Juan Miranda,ESP,DF,Bologna,Serie A,24,2000,25.3,0,22,5,22.7,0.87,0.2,0,0,26.1,6,0,0,0.7,0.7,0.03,-0.7,-0.7
Fabio Miretti,ITA,"MF,FW",Genoa,Serie A,20,2003,18.6,3,24,6,25,1.29,0.32,0.13,0.5,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,24,1999,34.4,0,12,3,25,0.35,0.09,0,0,12.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,27,1997,28.9,10,57,27,47.4,1.97,0.93,0.18,0.37,13.9,0,0,0,9.2,9.2,0.16,0.8,0.8
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,27,1997,27.4,1,21,4,19,0.77,0.15,0.05,0.25,23.6,0,0,0,0.9,0.9,0.04,0.1,0.1
Koji Miyoshi,JPN,"FW,MF",Bochum,Bundesliga,27,1997,5.2,1,12,5,41.7,2.33,0.97,0.08,0.2,21.1,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,35,1989,25.9,1,23,2,8.7,0.89,0.08,0.04,0.5,21,0,0,0,1.5,1.5,0.07,-0.5,-0.5
Jakub Moder,POL,MF,Brighton,Premier League,25,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rui Modesto,ANG,"DF,MF",Udinese,Serie A,24,1999,6.8,0,3,2,66.7,0.44,0.3,0,0,17.4,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Luka Modrić,CRO,MF,Real Madrid,La Liga,38,1985,20.3,2,22,6,27.3,1.08,0.3,0.09,0.33,23.1,1,0,0,1.6,1.6,0.07,0.4,0.4
Max Moerstedt,GER,FW,Hoffenheim,Bundesliga,,,5,0,12,4,33.3,2.39,0.8,0,0,12.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Terem Moffi,NGA,FW,Nice,Ligue 1,25,1999,0.6,1,6,4,66.7,9.31,6.21,0.17,0.25,9.2,0,0,0,2.3,2.3,0.46,-1.3,-1.3
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,26,1997,13.9,5,43,16,37.2,3.09,1.15,0.12,0.31,13.7,2,0,0,5.5,5.5,0.13,-0.5,-0.5
Johan Mojica,COL,DF,Mallorca,La Liga,31,1992,30.6,1,17,3,17.6,0.56,0.1,0.06,0.33,24.2,4,0,0,0.9,0.9,0.05,0.1,0.1
David Mokwa,FRA,"DF,FW",Hoffenheim,Bundesliga,20,2004,0.2,0,2,2,100,8.18,8.18,0,0,5.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,20,2003,30.2,6,68,24,35.3,2.25,0.8,0.09,0.25,19,0,0,0,5.6,5.6,0.08,0.4,0.4
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,26,1998,17.7,0,9,1,11.1,0.51,0.06,0,0,19.4,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,32,1991,2.7,0,6,2,33.3,2.23,0.74,0,0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jon Moncayola,ESP,MF,Osasuna,La Liga,26,1998,23.3,0,21,9,42.9,0.9,0.39,0,0,17.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Jeremy Monga,,"FW,MF",Leicester City,Premier League,,,1.2,0,3,1,33.3,2.41,0.8,0,0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Gonzalo Montiel,ARG,"DF,MF",Sevilla,La Liga,27,1997,1.3,0,1,0,0,0.8,0,0,,14.7,0,0,0,0,0,0.03,0,0
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mikey Moore,ENG,FW,Tottenham,Premier League,16,2007,4.1,0,3,0,0,0.74,0,0,,19.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Álvaro Morata,ESP,"FW,MF",Milan,Serie A,31,1992,12.2,5,27,10,37,2.21,0.82,0.19,0.5,11.3,0,0,0,3.9,3.9,0.15,1.1,1.1
Morato,BRA,DF,Nott'ham Forest,Premier League,23,2001,10.1,0,2,1,50,0.2,0.1,0,0,8.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Diego Moreira,POR,"DF,MF",Strasbourg,Ligue 1,19,2004,28.5,2,25,8,32,0.88,0.28,0.08,0.25,16,1,0,0,2,2,0.08,0,0
Alberto Moreno,ESP,DF,Como,Serie A,32,1992,19.2,0,14,6,42.9,0.73,0.31,0,0,25.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Álex Moreno,ESP,"DF,MF",Nott'ham Forest,Premier League,31,1993,10.6,0,6,0,0,0.57,0,0,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Gerard Moreno,ESP,FW,Villarreal,La Liga,32,1992,8,3,23,9,39.1,2.87,1.12,0,0,18.2,0,3,3,4.2,1.8,0.08,-1.2,-1.8
Matias Moreno,ARG,DF,Fiorentina,Serie A,20,2003,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Xavier Moreno,ESP,FW,Valladolid,La Liga,19,2004,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tete Morente,ESP,"FW,MF",Lecce,Serie A,27,1996,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1
Mateu Morey,ESP,DF,Mallorca,La Liga,24,2000,8.2,0,3,1,33.3,0.36,0.12,0,0,19.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,21,2003,23.7,1,34,11,32.4,1.44,0.46,0.03,0.09,23.7,0,0,0,1.7,1.7,0.05,-0.7,-0.7
Manu Morlanes,ESP,MF,Mallorca,La Liga,25,1999,14.9,0,11,1,9.1,0.74,0.07,0,0,22.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Nikola Moro,CRO,MF,Bologna,Serie A,26,1998,13.4,0,14,2,14.3,1.04,0.15,0,0,26.1,1,0,0,0.5,0.5,0.03,-0.5,-0.5
Raúl Moro,ESP,"MF,FW",Valladolid,La Liga,21,2002,26,4,46,16,34.8,1.77,0.62,0.09,0.25,17.8,0,0,0,4.1,4.1,0.09,-0.1,-0.1
Sam Morsy,EGY,MF,Ipswich Town,Premier League,32,1991,30.6,1,13,3,23.1,0.43,0.1,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,0.6,0.6
Gabriel Moscardo,BRA,"MF,DF",Reims,Ligue 1,18,2005,0.9,0,2,0,0,2.14,0,0,,20.6,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Cristhian Mosquera,ESP,DF,Valencia,La Liga,20,2004,36.9,1,5,2,40,0.14,0.05,0.2,0.5,10.5,0,0,0,0.4,0.4,0.08,0.6,0.6
Daniel Mosquera,COL,FW,Hellas Verona,Serie A,24,1999,15.3,5,57,15,26.3,3.73,0.98,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6
Yerson Mosquera,COL,DF,Wolves,Premier League,23,2001,4.9,0,2,0,0,0.41,0,0,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3
Dany Mota,POR,"FW,MF",Monza,Serie A,26,1998,23.4,5,42,11,26.2,1.8,0.47,0.12,0.45,13.1,0,0,0,5.1,5.1,0.12,-0.1,-0.1
Yael Mouanga,FRA,DF,Montpellier,Ligue 1,19,2005,10.5,0,1,0,0,0.1,0,0,,5.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,23,2001,11.5,0,10,2,20,0.87,0.17,0,0,15.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
Youssoufa Moukoko,GER,"FW,MF",Nice,Ligue 1,19,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2
Steve Mounié,BEN,"FW,MF",Augsburg,Bundesliga,29,1994,3.9,1,22,7,31.8,5.71,1.82,0.05,0.14,10.5,0,0,0,3.2,3.2,0.15,-2.2,-2.2
Mason Mount,ENG,MF,Manchester Utd,Premier League,25,1999,6.9,1,20,9,45,2.89,1.3,0.05,0.11,15,0,0,0,3.2,3.2,0.17,-2.2,-2.2
Santiago Mouriño,URU,DF,Alavés,La Liga,22,2002,20.5,0,13,3,23.1,0.63,0.15,0,0,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Louis Mouton,FRA,MF,Saint-Étienne,Ligue 1,22,2002,11.6,0,19,3,15.8,1.64,0.26,0,0,22.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3
Divin Mubama,ENG,FW,Manchester City,Premier League,19,2004,0.3,0,1,0,0,3.21,0,0,,17.2,0,0,0,0,0,0.04,0,0
Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,23,2001,1.7,0,1,1,100,0.6,0.6,0,0,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3
Ngal'Ayel Mukau,COD,MF,Lille,Ligue 1,19,2004,13.2,0,11,2,18.2,0.83,0.15,0,0,22.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Nordi Mukiele,FRA,DF,Leverkusen,Bundesliga,26,1997,10,1,7,3,42.9,0.7,0.3,0.14,0.33,15.8,0,0,0,1.4,1.4,0.2,-0.4,-0.4
Florian Müller,GER,GK,Freiburg,Bundesliga,26,1997,8.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kevin Müller,GER,GK,Heidenheim,Bundesliga,33,1991,32.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marius Müller,GER,GK,Wolfsburg,Bundesliga,31,1993,5.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Thomas Müller,GER,"MF,FW",Bayern Munich,Bundesliga,34,1989,13.6,1,30,11,36.7,2.2,0.81,0.03,0.09,15.9,0,0,0,3.8,3.8,0.13,-2.8,-2.8
Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,26,1998,22.4,2,10,3,30,0.45,0.13,0.2,0.67,12.9,0,0,0,0.6,0.6,0.06,1.4,1.4
Marshall Munetsi,ZIM,"MF,FW",Wolves,Premier League,28,1996,12,2,22,7,31.8,1.84,0.58,0.09,0.29,15,0,0,0,3.3,3.3,0.15,-1.3,-1.3
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,28,1996,18.8,4,32,10,31.3,1.7,0.53,0.13,0.4,13.2,0,0,0,4,4,0.12,0,0
Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,2001,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12,0,0,0,5.8,5.8,0.15,2.2,2.2
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,26,1997,12.2,0,6,0,0,0.49,0,0,,30,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Álex Muñoz,ESP,DF,Las Palmas,La Liga,30,1994,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,14.5,0,0,0,0.9,0.9,0.1,2.1,2.1
Daniel Muñoz,COL,DF,Crystal Palace,Premier League,28,1996,35.9,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9
Iker Muñoz,ESP,MF,Osasuna,La Liga,21,2002,6.8,0,11,0,0,1.62,0,0,,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Javier Muñoz,ESP,"MF,DF",Las Palmas,La Liga,29,1995,28.8,1,25,6,24,0.87,0.21,0.04,0.17,21.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3
Víctor Muñoz,ESP,"FW,DF",Real Madrid,La Liga,21,2003,0.4,0,1,0,0,2.5,0,0,,15.3,0,0,0,0.5,0.5,0.49,-0.5,-0.5
Arijanet Muric,KVX,GK,Ipswich Town,Premier League,25,1998,18,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Murillo,BRA,DF,Nott'ham Forest,Premier League,22,2002,35.4,2,25,6,24,0.71,0.17,0.08,0.33,21.9,3,0,0,1.4,1.4,0.06,0.6,0.6
Vedat Muriqi,KVX,FW,Mallorca,La Liga,30,1994,22.9,7,52,16,30.8,2.27,0.7,0.1,0.31,12.3,0,2,3,9.7,7.3,0.14,-2.7,-2.3
Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,29,1995,26.2,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,0,0,5.7,5.7,0.13,2.3,2.3
Bob Murphy Omoregbe,ITA,MF,Milan,Serie A,20,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
