player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Javi López,ESP,DF,Real Sociedad,La Liga,22,2002,21.5,1038,783,254,21,0,8,60,233,0,0,0,0,814,1,27
Pau López,ESP,GK,Girona,La Liga,29,1994,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0
Roberto López,ESP,MF,Leganés,La Liga,24,2000,4.4,208,176,28,13,0,3,24,1,12,7,3,0,152,4,6
Unai López,ESP,MF,Rayo Vallecano,La Liga,28,1995,19,1236,1172,62,22,5,8,33,12,19,10,5,0,1041,2,19
Iker Losada,ESP,"FW,MF",Celta Vigo,La Liga,22,2001,4,128,127,0,0,3,2,5,0,0,0,0,0,96,1,4
Iker Losada,ESP,"MF,FW",Betis,La Liga,22,2001,3.7,142,141,1,1,2,1,4,0,0,0,0,0,107,0,6
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38,1986,12.6,419,410,8,8,0,1,4,0,0,0,0,0,321,1,8
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,25,1998,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21,2003,8.6,454,377,74,13,0,0,35,53,8,3,4,0,371,3,10
Sandi Lovrić,SVN,MF,Udinese,Serie A,26,1998,25.6,952,847,102,44,3,6,90,9,49,5,31,0,749,3,17
Pol Lozano,ESP,MF,Espanyol,La Liga,24,1999,21.6,828,777,47,32,4,8,19,5,10,2,5,0,694,4,14
Lorenzo Lucca,ITA,FW,Udinese,Serie A,23,2000,26.1,375,328,47,1,1,3,5,0,0,0,0,0,240,0,10
Jhon Lucumí,COL,DF,Bologna,Serie A,26,1998,29,2040,1923,113,69,0,16,4,6,0,0,0,0,1859,4,7
Yannik Lührs,GER,DF,Dortmund,Bundesliga,20,2003,1.4,166,158,7,2,0,0,0,1,0,0,0,0,152,1,1
José Luis Gayà,ESP,DF,Valencia,La Liga,29,1995,20,996,823,170,13,1,5,84,157,0,0,0,0,775,3,20
José Luis Palomino,ARG,DF,Cagliari,Serie A,34,1990,12,586,543,41,16,0,3,0,24,0,0,0,0,508,2,5
Douglas Luiz,BRA,MF,Juventus,Serie A,26,1998,5.9,438,400,37,15,1,4,26,4,18,6,11,0,379,1,1
Romelu Lukaku,BEL,FW,Napoli,Serie A,31,1993,31.6,497,452,45,1,6,2,4,0,0,0,0,0,353,0,21
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21,2002,17.5,1238,1155,82,23,0,9,11,55,0,0,0,0,1054,1,22
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26,1997,34.4,1052,945,101,24,7,12,124,8,64,43,12,0,780,6,30
Saša Lukić,SRB,MF,Fulham,Premier League,27,1996,26,1260,1171,87,38,1,4,62,1,42,12,24,0,1100,2,23
Milos Lukovic,SRB,"FW,MF",Strasbourg,Ligue 1,18,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Joe Lumley,ENG,GK,Southampton,Premier League,29,1995,3,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0
Daniel Luna,COL,MF,Mallorca,La Liga,21,2003,0.2,13,11,2,0,0,0,3,1,1,1,0,0,8,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25,1999,7,202,147,53,8,0,1,0,0,0,0,0,0,174,2,1
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,31,1992,2.2,66,64,1,1,0,1,1,0,0,0,0,0,50,1,1
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,27,1996,36,1568,1492,68,46,1,2,8,7,0,0,0,0,1315,8,12
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22,2002,17.8,302,287,15,1,0,1,65,4,2,1,0,0,181,0,16
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,30,1993,11.6,706,542,161,43,0,11,106,82,36,11,21,0,504,3,20
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25,1999,30.4,1326,1272,49,44,2,4,5,1,0,0,0,0,1099,5,16
Mathias Løvik,NOR,"DF,FW",Parma,Serie A,20,2003,1,54,45,8,0,0,0,3,8,0,0,0,0,40,1,2
Othmane Maamma,MAR,"FW,MF",Montpellier,Ligue 1,18,2005,4,78,75,3,0,1,0,12,3,0,0,0,0,51,0,2
Ian Maatsen,NED,DF,Aston Villa,Premier League,22,2002,12.7,747,646,101,16,1,2,51,80,5,2,0,0,609,0,25
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25,1998,28.9,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,30,1993,20.1,913,762,149,8,1,1,51,136,5,3,0,0,763,2,16
Lanroy Machine,FRA,FW,Angers,Ligue 1,18,2005,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,24,1999,21.7,707,561,143,6,3,0,35,112,7,4,2,0,454,3,27
Darwin Machís,VEN,"MF,FW",Valladolid,La Liga,31,1993,7.1,268,222,45,14,1,4,68,7,24,14,5,0,160,1,7
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,25,1998,8.8,408,345,62,6,0,1,23,56,0,0,0,0,301,1,11
James Maddison,ENG,MF,Tottenham,Premier League,27,1996,20.1,1256,1118,132,48,12,5,98,5,59,37,8,0,1021,6,15
Eros Maddy,NED,DF,Auxerre,Ligue 1,23,2001,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Noni Madueke,ENG,FW,Chelsea,Premier League,22,2002,22.6,685,660,20,1,1,4,63,18,1,0,0,0,530,5,15
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27,1997,26.3,1039,804,226,10,4,2,96,216,0,0,0,0,736,9,33
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26,1997,26.3,1641,1560,80,51,1,8,9,3,0,0,0,0,1480,1,8
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,20,2003,11.4,638,621,13,13,4,7,7,0,0,0,0,0,540,4,9
Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,Premier League,23,2001,1.3,84,83,1,1,0,0,3,0,0,0,0,0,76,0,2
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,28,1995,11.8,393,373,19,14,0,2,2,5,0,0,0,0,317,1,2
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26,1998,25.8,1083,1026,52,38,0,8,18,11,0,0,0,0,920,5,17
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,24,1999,16.8,251,223,25,0,3,1,4,3,0,0,0,0,178,3,9
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31,1993,19.5,1128,1083,41,26,0,9,4,1,0,0,0,0,965,4,5
Jon Magunazelaia,ESP,MF,Real Sociedad,La Liga,23,2001,0.1,13,13,0,0,1,0,0,0,0,0,0,0,7,0,1
Arne Maier,GER,MF,Augsburg,Bundesliga,25,1999,10.4,588,511,75,24,2,3,67,0,46,15,23,0,450,2,17
Mike Maignan,FRA,GK,Milan,Serie A,29,1995,36.6,1553,1281,268,73,2,2,0,1,0,0,0,0,1338,4,1
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29,1994,34,1669,1631,33,28,1,1,4,3,0,0,0,0,1425,5,17
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19,2005,18.3,836,808,23,13,2,4,7,6,0,0,0,0,723,5,17
Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,26,1997,22.1,1234,1051,176,17,4,7,48,148,11,7,2,0,1049,7,28
Radosław Majecki,POL,GK,Monaco,Ligue 1,24,1999,15,407,293,114,27,0,0,0,0,0,0,0,0,304,0,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26,1998,3.4,141,125,15,3,1,2,17,2,10,5,5,0,98,1,3
Hamidou Makalou,MLI,"FW,MF",Brest,Ligue 1,18,2006,0.4,18,18,0,0,1,0,0,0,0,0,0,0,17,0,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22,2001,8.3,306,268,36,1,0,0,25,35,0,0,0,0,242,2,3
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26,1998,23.9,1183,1141,39,37,3,2,7,2,0,0,0,0,1051,3,11
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32,1991,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2
Tyrell Malacia,NED,DF,Manchester Utd,Premier League,24,1999,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2
Jarzinho Malanga,GER,DF,Stuttgart,Bundesliga,18,2006,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23,2001,5,302,296,6,4,1,0,3,2,0,0,0,0,261,0,4
Daniel Maldini,ITA,"MF,FW",Monza,Serie A,22,2001,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14
Daniel Maldini,ITA,"FW,MF",Atalanta,Serie A,22,2001,2.9,97,94,3,0,0,1,5,0,3,0,3,0,61,0,5
Youssef Maleh,MAR,MF,Empoli,Serie A,25,1998,16.8,560,542,13,8,1,1,16,4,0,0,0,0,398,5,12
Donyell Malen,NED,FW,Aston Villa,Premier League,25,1999,3.4,77,71,5,0,0,2,8,1,0,0,0,0,53,1,3
Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,25,1999,6.8,190,180,9,3,1,3,13,5,1,0,0,0,136,1,10
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31,1993,4.3,201,194,7,3,6,1,3,2,2,1,1,0,164,0,4
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24,1999,8.4,271,267,3,3,0,2,1,0,0,0,0,0,194,1,6
Lennard Maloney,USA,MF,Mainz 05,Bundesliga,24,1999,0.3,14,14,0,0,1,0,0,0,0,0,0,0,8,0,1
Aaron Malouda,FRA,FW,Lille,Ligue 1,18,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23,2000,34,1080,742,336,117,0,3,0,0,0,0,0,0,732,2,1
Dennis Man,ROU,"FW,MF",Parma,Serie A,25,1998,22.2,793,736,56,8,4,3,33,12,30,7,1,0,631,1,28
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,28,1996,34.9,1965,1856,107,84,1,4,33,22,0,0,0,0,1689,2,19
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39,1985,16.5,499,388,111,38,0,0,0,0,0,0,0,0,353,0,0
Christos Mandas,GRE,GK,Lazio,Serie A,22,2001,9,335,286,47,22,0,2,0,0,0,0,0,0,240,2,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30,1994,10.5,612,517,95,11,0,1,8,84,0,0,0,0,515,0,7
Aïssa Mandi,ALG,DF,Lille,Ligue 1,32,1991,19.3,1244,1122,120,28,1,16,10,86,0,0,0,0,1104,2,7
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27,1997,20.6,931,814,109,65,4,6,39,7,31,12,8,0,724,8,17
Mateus Mane,,MF,Wolves,Premier League,,,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Orel Mangala,BEL,MF,Everton,Premier League,26,1998,14,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10
Orel Mangala,BEL,MF,Lyon,Ligue 1,26,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
Ryan Manning,IRL,"DF,MF",Southampton,Premier League,28,1996,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5
Johan Manzambi,SUI,"FW,MF",Freiburg,Bundesliga,18,2005,3.7,143,143,0,0,1,0,5,0,0,0,0,0,108,0,3
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22,2002,8.5,185,172,13,0,2,1,3,1,0,0,0,0,128,0,11
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,21,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1
Alessandro Marcandalli,ITA,DF,Venezia,Serie A,21,2002,3.9,150,138,11,3,0,1,0,8,0,0,0,0,110,1,1
Marcão,BRA,DF,Sevilla,La Liga,28,1996,6.1,315,296,18,10,0,0,0,0,0,0,0,0,284,1,4
Solly March,ENG,"FW,MF",Brighton,Premier League,30,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7
Filip Marchwiński,POL,MF,Lecce,Serie A,22,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35,1989,17.4,1010,793,213,21,4,2,55,192,0,0,0,0,800,4,20
Alberto Marí,ESP,FW,Valencia,La Liga,23,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Pablo Marí,ESP,DF,Monza,Serie A,30,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2
Pablo Marí,ESP,DF,Fiorentina,Serie A,30,1993,12.2,619,594,21,13,0,0,0,2,0,0,0,0,565,4,2
José María Giménez,URU,DF,Atlético Madrid,La Liga,29,1995,22.2,1362,1283,78,54,1,18,0,5,0,0,0,0,1250,1,4
Luca Marianucci,ITA,DF,Empoli,Serie A,20,2004,11.9,461,414,43,18,0,9,7,17,0,0,0,0,354,4,4
Mirko Marić,CRO,"FW,MF",Monza,Serie A,29,1995,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2
Mirko Marić,CRO,FW,Venezia,Serie A,29,1995,4,114,106,7,1,0,0,3,2,0,0,0,0,85,1,0
Arkaitz Mariezkurrena,ESP,"FW,MF",Real Sociedad,La Liga,19,2005,2.7,68,65,3,1,0,0,5,0,0,0,0,0,47,0,5
Rafa Marín,ESP,DF,Napoli,Serie A,22,2002,1.6,118,113,5,4,0,3,0,0,0,0,0,0,115,0,0
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21,2003,13.8,467,453,12,3,2,0,12,0,0,0,0,0,374,2,11
Răzvan Marin,ROU,MF,Cagliari,Serie A,28,1996,15.6,741,643,96,47,5,4,77,4,44,3,39,0,564,2,17
Guillermo Maripán,CHI,DF,Torino,Serie A,30,1994,26,1333,1286,42,37,2,6,2,4,0,0,0,0,1151,5,9
Mika Mármol,ESP,DF,Las Palmas,La Liga,23,2001,26.7,1495,1264,227,30,0,7,57,192,0,0,0,0,1112,4,24
Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,25,1999,13.1,318,291,24,4,2,0,28,1,14,8,3,0,252,3,3
Omar Marmoush,EGY,FW,Eint Frankfurt,Bundesliga,25,1999,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10
Mario Maroto,ESP,MF,Valladolid,La Liga,20,2003,0.7,41,39,2,0,0,0,2,0,2,2,0,0,31,0,1
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30,1994,19.2,1830,1791,36,23,3,13,3,11,0,0,0,0,1736,3,6
Unai Marrero,ESP,GK,Real Sociedad,La Liga,22,2001,2,57,37,19,4,0,0,0,0,0,0,0,0,46,1,0
Ange Martial Tia,MLI,"MF,DF",Reims,Ligue 1,17,2006,1.9,62,57,4,2,0,0,3,0,2,2,0,0,44,1,0
Aarón Martín,ESP,DF,Genoa,Serie A,27,1997,34.3,1685,1226,454,93,0,3,256,255,106,47,54,0,1221,5,30
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22,2002,14.8,400,394,6,2,4,2,24,4,0,0,0,0,261,0,23
Diego Martín,ESP,FW,Las Palmas,La Liga,20,2003,0.4,15,15,0,0,0,0,4,0,0,0,0,0,8,0,3
Gerard Martín,ESP,DF,Barcelona,La Liga,22,2002,11.5,789,682,106,11,1,1,36,95,0,0,0,0,656,1,23
Iván Martín,ESP,MF,Girona,La Liga,25,1999,22.7,1387,1360,26,17,1,1,21,9,0,0,0,0,1251,1,17
Jon Martin,ESP,DF,Real Sociedad,La Liga,18,2006,10,539,527,12,12,0,1,0,0,0,0,0,0,468,0,3
Jonas Martin,FRA,MF,Brest,Ligue 1,34,1990,5.5,312,301,9,6,0,1,3,3,0,0,0,0,277,2,6
Mario Martín,ESP,MF,Valladolid,La Liga,20,2004,19.4,801,761,38,25,2,4,11,2,1,1,0,0,677,2,14
Gabriel Martinelli,BRA,"FW,MF",Arsenal,Premier League,23,2001,25.4,699,679,15,0,5,2,92,12,3,3,0,0,499,5,37
Arnau Martinez,ESP,"DF,MF",Girona,La Liga,21,2003,29.2,1855,1590,258,44,6,5,58,213,1,0,1,0,1603,7,35
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31,1992,35.5,1387,1117,263,91,0,2,0,0,0,0,0,0,1091,7,0
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33,1991,27.7,2435,2316,116,94,3,34,8,7,0,0,0,0,2217,3,15
Javi Martínez,ESP,MF,Osasuna,La Liga,24,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Josep Martinez,ESP,GK,Inter,Serie A,26,1998,5,241,206,35,10,0,1,0,0,0,0,0,0,206,0,0
Lautaro Martínez,ARG,FW,Inter,Serie A,26,1997,27.5,634,596,30,3,9,10,11,2,0,0,0,0,472,8,21
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1
Ramón Martínez,ESP,DF,Sevilla,La Liga,21,2002,2.9,130,120,10,2,0,0,0,8,0,0,0,0,119,0,0
Toni Martínez,ESP,FW,Alavés,La Liga,27,1997,11.2,240,227,10,0,2,3,7,1,0,0,0,0,140,3,2
Kevin Martins,ITA,"MF,DF",Monza,Serie A,19,2005,2,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3
Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,31,1992,26,1240,1044,195,26,0,3,54,169,0,0,0,0,1053,1,15
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24,2000,11.5,502,418,83,17,0,0,52,66,0,0,0,0,370,1,19
Omar Mascarell,EQG,MF,Mallorca,La Liga,31,1993,22.1,963,945,14,14,1,9,5,0,0,0,0,0,809,4,10
Adam Masina,MAR,DF,Torino,Serie A,30,1994,21.3,1267,1198,66,27,1,8,14,25,0,0,0,0,1066,3,4
Patrizio Masini,ITA,MF,Genoa,Serie A,23,2001,17.1,649,622,27,21,2,4,26,3,0,0,0,0,499,0,24
Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30,1994,11.7,284,276,5,1,0,1,26,3,0,0,0,0,200,3,9
Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,1998,10.1,422,406,13,10,1,2,0,0,0,0,0,0,349,3,4
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23,2001,11.6,443,435,8,6,0,5,9,1,0,0,0,0,375,0,5
Clinton Mata,ANG,DF,Lyon,Ligue 1,31,1992,26.3,1636,1517,116,58,0,3,38,49,0,0,0,0,1448,3,13
Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35,1988,7.3,187,182,4,0,0,0,9,1,0,0,0,0,127,1,6
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21,2003,3.5,75,69,6,0,1,0,0,0,0,0,0,0,57,0,3
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21,2002,21.3,1028,998,26,9,1,3,14,12,0,0,0,0,888,4,19
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,29.4,447,438,8,0,7,0,26,0,0,0,0,0,291,1,17
Nemanja Matić,SRB,MF,Lyon,Ligue 1,35,1988,22.3,1415,1356,54,43,4,12,9,3,0,0,0,0,1230,5,18
Rudy Matondo,FRA,MF,Auxerre,Ligue 1,16,2008,0.7,24,23,1,0,0,0,0,1,0,0,0,0,22,0,1
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22,2002,28.3,1324,1274,44,31,2,2,3,8,0,0,0,0,1139,6,17
Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,Bundesliga,19,2005,10.2,350,327,23,6,1,1,31,6,8,5,0,0,260,0,12
Alan Matturro,URU,DF,Genoa,Serie A,19,2004,10,359,325,33,4,0,1,8,28,0,0,0,0,280,1,7
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26,1998,23.1,1119,1081,35,29,4,7,1,6,0,0,0,0,975,3,13
Neal Maupay,FRA,FW,Marseille,Ligue 1,27,1996,11.6,297,264,33,4,1,0,1,4,0,0,0,0,250,0,9
Maurides,BRA,FW,St. Pauli,Bundesliga,30,1994,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26,1998,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19,2005,16.7,945,902,43,12,0,0,3,20,0,0,0,0,827,0,12
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20,2004,2.8,88,79,6,2,0,0,6,0,0,0,0,0,48,3,7
Borja Mayoral,ESP,FW,Getafe,La Liga,27,1997,12.4,254,225,27,2,0,5,9,3,0,0,0,0,197,2,7
Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,18,2006,9,460,427,31,7,0,4,9,13,4,2,0,0,404,2,12
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26,1997,31.5,1781,1578,202,24,7,6,23,168,0,0,0,0,1526,1,35
Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,0.1,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0
Luca Mazzitelli,ITA,MF,Como,Serie A,28,1995,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29,1995,7.8,304,248,55,2,2,0,13,53,0,0,0,0,244,1,6
Samuel Mbangula,BEL,FW,Juventus,Serie A,20,2004,7.9,269,263,5,1,0,0,17,4,0,0,0,0,230,1,3
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17,2006,2.5,139,126,13,2,0,2,14,0,11,5,1,0,105,0,3
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,32.3,1145,1074,66,3,6,19,35,11,6,0,0,0,949,5,33
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16,2008,3.8,148,147,0,0,0,0,5,0,0,0,0,0,128,1,2
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,37.9,1319,1162,149,40,13,9,202,17,87,70,2,0,872,8,50
James Mcatee,ENG,"MF,FW",Manchester City,Premier League,21,2002,3.9,125,122,3,1,1,0,8,0,1,1,0,0,100,0,4
Kasey McAteer,IRL,FW,Leicester City,Premier League,22,2001,9.5,252,241,7,0,0,0,21,7,0,0,0,0,183,4,13
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28,1996,20.4,419,386,31,1,0,0,2,5,0,0,0,0,276,2,5
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29,1994,24.7,854,792,61,27,9,2,60,4,22,11,5,0,699,1,17
Scott McKenna,SCO,DF,Las Palmas,La Liga,27,1996,27.4,1471,1411,58,36,0,6,2,5,0,0,0,0,1276,2,5
Weston McKennie,USA,"MF,DF",Juventus,Serie A,25,1998,25.7,1117,1017,95,4,6,4,19,89,0,0,0,0,928,5,19
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25,1999,27.7,1356,1243,113,29,0,6,1,70,0,0,0,0,1167,0,9
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24,1999,15.2,619,516,99,32,8,5,105,5,45,32,5,4,461,4,16
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,32.6,924,909,13,7,9,8,11,4,0,0,0,0,777,2,20
Jakov Medić,CRO,DF,Bochum,Bundesliga,25,1998,17.8,763,747,13,7,2,2,1,0,0,0,0,0,667,3,2
Facundo Medina,ARG,DF,Lens,Ligue 1,25,1999,28.3,1889,1744,136,70,3,5,16,66,0,0,0,0,1655,9,18
Ben Mee,ENG,DF,Brentford,Premier League,34,1989,2,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1
Jayden Meghoma,ENG,DF,Brentford,Premier League,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Henrik Meister,DEN,FW,Rennes,Ligue 1,20,2003,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Bamo Meïté,CIV,DF,Montpellier,Ligue 1,22,2001,4.7,173,165,8,2,0,0,0,2,0,0,0,0,153,0,3
Bamo Meïté,CIV,DF,Marseille,Ligue 1,22,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
Mohamed Meité,FRA,FW,Rennes,Ligue 1,16,2007,6,94,88,6,0,1,0,2,0,0,0,0,0,62,0,4
Mateo Mejía,ESP,FW,Sevilla,La Liga,21,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,27,1997,21,532,453,79,17,0,0,87,6,55,28,18,1,372,0,21
Filippo Melegoni,ITA,"MF,FW",Genoa,Serie A,25,1999,1,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3
Arthur Melo,BRA,MF,Girona,La Liga,27,1996,10.5,723,701,20,16,0,0,7,3,1,1,0,0,668,2,7
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,22,2002,18.6,1488,1328,157,29,3,25,60,119,9,5,3,0,1293,3,21
Brais Méndez,ESP,MF,Real Sociedad,La Liga,27,1997,17,810,730,73,32,3,12,52,7,29,8,16,0,631,7,22
Antoine Mendy,SEN,DF,Nice,Ligue 1,20,2004,9.2,486,427,59,16,1,2,7,43,0,0,0,0,394,0,6
Ferland Mendy,FRA,DF,Real Madrid,La Liga,29,1995,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8
Nampalys Mendy,SEN,MF,Lens,Ligue 1,32,1992,6.5,290,288,2,2,0,3,2,0,0,0,0,0,260,0,4
Nobel Mendy,FRA,DF,Betis,La Liga,19,2004,1.2,53,51,2,1,0,0,0,0,0,0,0,0,46,0,0
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,26,1998,25.3,1321,1097,220,19,2,12,76,201,0,0,0,0,1056,4,37
Alex Meret,ITA,GK,Napoli,Serie A,27,1997,33.4,1223,983,239,58,0,2,0,0,0,0,0,0,1050,1,0
