player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,22,2002,27.8,827,697,126,31,3,0,185,6,86,43,39,0,540,4,24
Meschak Elia,COD,FW,Nantes,Ligue 1,26,1997,1.9,62,58,4,1,0,0,14,2,1,0,1,0,35,0,3
Mikael Ellertsson,ISL,"DF,MF",Venezia,Serie A,22,2002,27.4,607,552,54,1,2,2,28,52,0,0,0,0,431,1,20
Harvey Elliott,ENG,MF,Liverpool,Premier League,21,2003,4.1,292,267,22,2,1,3,12,8,6,3,1,0,240,3,4
Elif Elmas,MKD,"FW,MF",Torino,Serie A,24,1999,11.3,336,321,13,0,0,3,23,10,2,1,0,0,270,2,4
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,24,1999,0.5,16,16,0,0,1,0,0,0,0,0,0,0,13,0,1
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30,1994,16.2,907,844,59,29,3,5,4,28,0,0,0,0,775,4,9
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,27,1996,23.7,1522,1399,120,27,3,1,1,1,0,0,0,0,1400,3,9
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32,1992,17.9,599,527,69,20,4,2,114,11,35,20,9,0,383,3,27
Breel Embolo,SUI,"FW,MF",Monaco,Ligue 1,27,1997,20.5,432,397,30,2,8,1,6,0,0,0,0,0,299,5,9
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21,2003,25.5,340,316,22,0,0,0,0,1,0,0,0,0,273,2,7
Emerson,BRA,DF,Milan,Serie A,25,1999,15.3,909,796,110,26,0,3,45,84,0,0,0,0,784,3,23
Yunus Emre Konak,TUR,"FW,MF",Brentford,Premier League,18,2006,0.5,36,35,1,0,0,0,0,1,0,0,0,0,26,0,1
Julio Enciso,PAR,"MF,FW",Ipswich Town,Premier League,20,2004,9.7,248,210,37,8,4,0,21,2,13,11,1,0,171,1,11
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20,2004,3.3,150,134,16,4,0,1,20,0,12,6,3,0,99,0,5
Wataru Endo,JPN,"MF,DF",Liverpool,Premier League,31,1993,3,194,188,6,2,0,0,1,4,0,0,0,0,182,0,2
Endrick,BRA,FW,Real Madrid,La Liga,18,2006,4,75,69,6,0,0,1,2,2,0,0,0,0,59,0,0
Yannik Engelhardt,GER,"MF,DF",Como,Serie A,23,2001,12.9,701,648,52,24,1,3,1,28,0,0,0,0,622,1,11
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,20,2003,0.9,27,24,3,0,0,0,4,0,2,2,0,0,19,0,1
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32,1992,11.8,749,645,102,31,8,8,85,5,62,24,20,5,590,2,6
Martin Erlic,CRO,DF,Bologna,Serie A,26,1998,3.7,240,232,8,6,0,1,0,0,0,0,0,0,220,0,0
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29,1995,9.2,510,490,20,12,0,0,0,0,0,0,0,0,469,0,3
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32,1992,9.3,491,403,84,9,0,0,24,75,0,0,0,0,365,4,12
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22,2002,25.9,739,678,56,15,7,6,55,7,19,9,4,0,445,5,41
Romain Esse,ENG,MF,Crystal Palace,Premier League,19,2005,1.5,42,42,0,0,1,0,0,0,0,0,0,0,32,0,1
Samuel Essende,COD,FW,Augsburg,Bundesliga,26,1998,18.2,301,278,19,2,0,0,5,0,0,0,0,0,195,4,12
Dario Essugo,POR,MF,Las Palmas,La Liga,19,2005,21.5,951,934,15,12,4,10,1,1,0,0,0,0,812,2,7
Estanis,ESP,FW,Bologna,Serie A,20,2003,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1
Nahuel Estévez,ARG,MF,Parma,Serie A,28,1995,7.3,313,282,30,17,1,1,16,1,12,4,3,0,237,1,8
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26,1998,26.7,1610,1370,237,20,0,5,119,180,37,23,9,3,1338,3,28
Etienne Eto'o,CMR,FW,Rayo Vallecano,La Liga,21,2002,0.4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0
Karl Etta,CMR,"MF,FW",Villarreal,La Liga,20,2003,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Evanilson,BRA,FW,Bournemouth,Premier League,24,1999,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11
Jake Evans,,FW,Leicester City,Premier League,,,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36,1988,3.5,217,197,20,5,0,0,0,3,0,0,0,0,192,0,1
Edu Expósito,ESP,MF,Espanyol,La Liga,27,1996,11.6,485,407,73,38,13,5,66,1,33,9,19,1,318,5,8
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,28.8,1047,849,180,70,11,6,110,3,62,39,10,0,777,18,17
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22,2001,22,757,732,23,6,2,4,49,15,1,0,0,0,542,2,27
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21,2003,11.4,210,201,7,2,2,1,9,4,0,0,0,0,151,2,9
Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,12.9,495,351,143,43,0,0,0,0,0,0,0,0,332,1,0
Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,2001,18.3,591,541,49,1,3,3,39,48,0,0,0,0,441,1,28
Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,31.3,1564,1507,54,27,2,7,5,6,0,0,0,0,1376,3,7
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,23,2001,10.7,617,572,43,27,1,7,27,5,7,6,1,0,519,2,10
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,418,404,14,8,2,6,13,1,5,1,3,0,370,0,3
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,10,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,38,1200,892,303,125,0,1,0,0,0,0,0,0,731,5,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,32,1991,2.9,95,79,16,1,0,0,12,15,0,0,0,0,65,0,2
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18
Ansu Fati,ESP,FW,Barcelona,La Liga,21,2002,2.6,125,119,4,3,2,0,0,0,1,0,0,0,104,2,3
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,11.4,514,492,22,12,2,4,20,3,7,4,0,0,426,0,12
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21,2003,15.4,426,391,31,9,4,0,32,1,14,3,3,0,305,4,19
Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2,82,71,11,3,1,1,10,0,8,3,3,0,67,0,4
Mattia Felici,ITA,"MF,FW",Cagliari,Serie A,23,2001,10.3,277,255,20,1,0,2,25,7,12,6,5,0,188,2,14
Luiz Felipe,ITA,DF,Marseille,Ligue 1,27,1997,1.4,66,62,4,1,0,0,0,2,0,0,0,0,58,0,1
João Félix,POR,"FW,MF",Chelsea,Premier League,24,1999,4.1,199,193,5,2,2,1,0,3,0,0,0,0,171,1,5
João Félix,POR,MF,Milan,Serie A,24,1999,8.4,301,282,16,4,3,2,5,6,1,0,0,0,246,3,9
Frank Feller,GER,GK,Heidenheim,Bundesliga,20,2004,1.3,65,47,18,7,0,0,0,0,0,0,0,0,41,0,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,24.7,1506,1250,254,50,1,8,47,203,0,0,0,0,1339,2,14
Evan Ferguson,IRL,FW,West Ham,Premier League,19,2004,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0
Evan Ferguson,IRL,FW,Brighton,Premier League,19,2004,2.7,58,52,5,0,0,0,0,0,0,0,0,0,43,1,1
Lewis Ferguson,SCO,MF,Bologna,Serie A,24,1999,10.9,658,605,50,27,1,4,18,7,14,5,6,0,569,3,8
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31,1993,9.4,451,392,55,15,3,5,68,7,33,9,20,2,303,4,9
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,29,1994,33.5,2242,1988,237,98,31,22,186,19,91,44,22,5,1707,17,55
Edimilson Fernandes,SUI,"MF,DF",Brest,Ligue 1,28,1996,12.3,572,561,11,8,2,5,7,2,0,0,0,0,486,0,5
Mateus Fernandes,POR,MF,Southampton,Premier League,20,2004,32.3,1361,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36
Aitor Fernández,ESP,GK,Osasuna,La Liga,33,1991,1,45,27,18,7,0,0,0,0,0,0,0,0,29,0,0
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26,1998,8.3,324,258,65,19,0,0,0,0,0,0,0,0,212,1,0
Enzo Fernández,ARG,MF,Chelsea,Premier League,23,2001,32.7,1900,1757,134,53,14,26,109,4,74,44,12,1,1518,9,46
Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,21,2003,1.1,28,27,1,1,0,0,0,0,0,0,0,0,24,0,0
Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,2002,16.6,259,236,23,0,2,0,2,0,0,0,0,0,187,0,12
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24,1999,3.4,99,97,2,0,0,0,3,2,0,0,0,0,88,0,1
Matias Fernandez-Pardo,BEL,"FW,MF",Lille,Ligue 1,19,2005,11.8,307,286,20,2,1,2,30,1,17,10,3,0,224,1,13
André Ferreira,POR,GK,Valladolid,La Liga,28,1996,6,195,117,77,21,0,0,0,0,0,0,0,0,138,1,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,1992,19.7,1267,1204,58,45,2,7,25,13,0,0,0,0,1119,5,10
Daniel Fila,CZE,FW,Venezia,Serie A,21,2002,5.5,90,80,10,0,0,0,0,0,0,0,0,0,70,0,2
Karol Fila,POL,MF,Strasbourg,Ligue 1,26,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,23,2000,25.5,1241,985,254,17,0,4,39,237,0,0,0,0,976,2,27
Mark Flekken,NED,GK,Brentford,Premier League,31,1993,36.4,1717,1367,343,131,0,5,0,0,0,0,0,0,1254,7,0
Alessandro Florenzi,ITA,FW,Milan,Serie A,33,1991,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
Mateo Flores,ESP,MF,Betis,La Liga,20,2004,1.7,69,67,2,2,0,0,1,0,0,0,0,0,56,0,2
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24,2000,19.7,941,854,83,21,7,2,80,5,46,30,8,1,791,4,26
Malick Fofana,BEL,FW,Lyon,Ligue 1,19,2005,17.7,638,623,14,1,1,0,70,13,0,0,0,0,494,1,32
Rayan Fofana,FRA,"FW,MF",Lens,Ligue 1,18,2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1
Seko Fofana,CIV,MF,Rennes,Ligue 1,29,1995,9.4,552,541,9,7,1,9,5,2,0,0,0,0,499,2,5
Wesley Fofana,FRA,DF,Chelsea,Premier League,23,2000,13,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4
Yahia Fofana,CIV,GK,Angers,Ligue 1,23,2000,33,1014,654,358,97,0,1,0,0,0,0,0,0,697,2,0
Youssouf Fofana,FRA,MF,Milan,Serie A,25,1999,27.8,1444,1390,50,47,13,7,10,3,0,0,0,0,1237,4,7
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,28,1996,20.4,909,741,167,8,0,2,59,159,0,0,0,0,659,1,37
Michael Folorunsho,ITA,"FW,MF",Fiorentina,Serie A,26,1998,7.2,252,228,23,7,0,0,21,15,1,1,0,0,178,1,11
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26,1998,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26,1998,2.4,145,144,1,1,1,2,1,0,0,0,0,0,121,0,4
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28,1996,20.3,1109,1051,55,20,10,10,54,12,23,7,6,0,887,3,26
Omari Forson,ENG,"MF,FW",Monza,Serie A,20,2004,2.5,113,109,3,1,0,0,9,2,0,0,0,0,92,1,6
Fraser Forster,ENG,GK,Tottenham,Premier League,36,1988,7,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0
Héctor Fort,ESP,DF,Barcelona,La Liga,17,2006,6.5,497,440,56,4,0,2,12,52,0,0,0,0,448,1,12
Dimitri Foulquier,FRA,DF,Valencia,La Liga,31,1993,25.5,1276,1000,270,44,2,4,57,226,0,0,0,0,1007,6,43
Juan Foyth,ARG,DF,Villarreal,La Liga,26,1998,16.9,963,864,98,46,3,6,4,35,0,0,0,0,838,1,8
Fran,ESP,GK,Real Madrid,La Liga,19,2005,1,20,15,5,1,0,0,0,0,0,0,0,0,19,0,0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,20,2004,0.6,17,14,1,0,0,0,1,0,0,0,0,0,10,2,1
Alejandro Francés,ESP,DF,Girona,La Liga,21,2002,13,813,695,116,20,1,10,25,96,0,0,0,0,685,2,21
Przemysław Frankowski,POL,DF,Lens,Ligue 1,29,1995,15.4,1092,930,156,11,4,2,78,132,13,4,9,0,875,6,31
Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27,1997,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9
Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2
Davide Frattesi,ITA,MF,Inter,Serie A,24,1999,12.9,360,344,14,10,5,0,8,4,0,0,0,0,297,2,10
Tyler Fredricson,ENG,DF,Manchester Utd,Premier League,19,2005,1.8,122,119,3,3,0,0,0,0,0,0,0,0,110,0,2
Morten Frendrup,DEN,MF,Genoa,Serie A,23,2001,34.5,1250,1210,34,23,3,3,3,10,0,0,0,0,1067,6,23
Martin Frese,DEN,DF,Hellas Verona,Serie A,26,1998,6.1,256,220,35,3,0,0,10,32,0,0,0,0,182,1,3
Remo Freuler,SUI,MF,Bologna,Serie A,32,1992,35.6,1944,1825,113,94,3,5,19,17,0,0,0,0,1704,6,16
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26,1998,24,1468,1397,68,57,0,4,2,4,0,0,0,0,1324,3,6
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,28,1995,11,706,686,19,10,0,0,0,1,0,0,0,0,624,1,6
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,23,2000,25.7,940,844,94,2,0,2,116,92,0,0,0,0,715,2,29
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,27,1997,27.7,666,643,19,1,3,1,69,16,0,0,0,0,455,4,44
Darío Fuentes,ESP,DF,Sevilla,La Liga,21,2003,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,26,1998,22,1003,915,84,9,8,1,82,30,45,17,1,0,807,4,20
Shiō Fukuda,JPN,FW,Gladbach,Bundesliga,20,2004,0.7,10,10,0,0,0,0,1,0,0,0,0,0,5,0,2
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,27,1996,11.6,652,604,42,11,7,5,44,9,13,4,7,0,509,6,15
Niclas Füllkrug,GER,FW,West Ham,Premier League,31,1993,8.8,198,190,7,0,0,2,1,0,0,0,0,0,133,1,7
Kyogo Furuhashi,JPN,FW,Rennes,Ligue 1,29,1995,1.4,11,9,2,0,0,0,0,0,0,0,0,0,3,0,1
Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,26,1997,11.1,624,559,61,25,3,10,67,13,22,7,10,1,478,4,17
Matteo Gabbia,ITA,DF,Milan,Serie A,24,1999,23.9,1443,1397,42,35,0,11,2,4,0,0,0,0,1316,4,6
Tommaso Gabellini,ITA,FW,Torino,Serie A,17,2006,0.1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0
Tiago Gabriel,POR,DF,Lecce,Serie A,19,2004,1.1,40,39,1,1,1,0,0,0,0,0,0,0,35,0,2
Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30,1994,1.6,49,46,3,0,0,0,1,1,0,0,0,0,28,0,4
Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24,2000,11.2,357,334,23,5,3,5,24,3,10,3,7,0,258,0,11
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,1994,2,124,118,6,6,0,1,1,0,0,0,0,0,107,0,2
Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,21.5,634,616,16,4,3,4,74,11,1,0,0,0,480,2,10
Javi Galán,ESP,DF,Atlético Madrid,La Liga,29,1994,19.8,1028,838,186,19,1,2,57,167,0,0,0,0,852,4,24
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,30,1993,16.4,844,805,34,26,6,8,29,0,6,1,5,0,683,5,18
Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24,2000,18.1,840,818,16,6,3,1,13,8,1,1,0,0,714,6,18
Antonino Gallo,ITA,DF,Lecce,Serie A,24,2000,29,1241,946,290,22,1,4,116,247,21,10,8,0,822,5,32
Gauthier Gallon,FRA,GK,Rennes,Ligue 1,31,1993,0.5,19,15,4,0,0,0,0,0,0,0,0,0,16,0,0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,34,1989,2.5,124,104,20,2,1,2,7,18,0,0,0,0,75,0,3
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,34,1989,34,1422,1388,27,7,2,7,7,7,0,0,0,0,1230,7,22
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25,1999,2.7,77,72,5,0,0,0,3,1,0,0,0,0,59,0,1
Silvère Ganvoula M'Boussy,CGO,FW,Monza,Serie A,28,1996,3.6,60,51,9,0,0,0,0,0,0,0,0,0,37,0,4
Facundo Garcés,MAS,DF,Alavés,La Liga,24,1999,7.5,197,185,12,11,0,0,1,1,0,0,0,0,150,0,2
Aleix García,ESP,MF,Leverkusen,Bundesliga,27,1997,16.2,1390,1270,118,49,2,33,92,10,58,31,16,0,1212,2,16
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1992,28.4,841,818,18,1,2,6,109,7,1,1,0,0,543,5,43
Andrés García,ESP,"DF,MF",Aston Villa,Premier League,21,2003,3.5,201,176,25,0,0,0,18,25,0,0,0,0,174,0,5
Eric García,ESP,"DF,MF",Barcelona,La Liga,23,2001,17.4,1340,1269,69,24,4,3,7,44,0,0,0,0,1234,2,12
Fran Garcia,ESP,DF,Real Madrid,La Liga,24,1999,24.1,1551,1350,199,30,1,5,66,169,0,0,0,0,1344,2,38
Gonzalo García,ESP,"FW,DF",Real Madrid,La Liga,20,2004,0.6,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0
Joan García,ESP,GK,Espanyol,La Liga,23,2001,38,1259,913,343,127,0,5,0,0,0,0,0,0,901,3,1
Pablo Garcia,ESP,FW,Betis,La Liga,17,2006,0.4,14,13,1,0,0,1,2,1,0,0,0,0,10,0,1
Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,1993,26.8,1215,1069,139,44,1,25,136,12,72,31,14,2,903,7,37
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,28,1996,10.3,632,536,94,15,0,2,35,74,0,0,0,0,535,2,15
Unai García,ESP,DF,Osasuna,La Liga,32,1992,0.7,38,36,2,2,0,1,0,0,0,0,0,0,36,0,0
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,Premier League,20,2004,24.4,823,798,24,3,2,9,56,16,2,1,0,0,649,1,54
James Garner,ENG,"MF,DF",Everton,Premier League,23,2001,17.7,803,687,110,17,2,2,57,42,23,16,4,2,611,6,23
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,19,2005,10.5,482,448,34,17,1,1,3,16,0,0,0,0,387,0,7
Federico Gatti,ITA,DF,Juventus,Serie A,26,1998,24.4,1460,1419,39,25,0,1,1,4,0,0,0,0,1387,2,6
Gavi,ESP,"MF,FW",Barcelona,La Liga,19,2004,12.1,814,792,21,13,1,5,9,5,1,0,0,0,733,1,7
Paulo Gazzaniga,ARG,GK,Girona,La Liga,32,1992,35.5,1211,971,235,55,0,1,0,0,0,0,0,0,969,5,1
Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,28,1995,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2
Mory Gbane,CIV,"DF,MF",Reims,Ligue 1,23,2000,12.5,524,499,25,11,3,8,2,11,0,0,0,0,447,0,6
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,23,2001,25.9,644,633,6,2,7,1,26,0,0,0,0,0,478,5,33
David de Gea,ESP,GK,Fiorentina,Serie A,33,1990,34,1136,803,324,83,0,1,0,0,0,0,0,0,832,9,0
Viggo Gebel,GER,MF,RB Leipzig,Bundesliga,16,2007,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24,2000,17.3,1109,974,132,22,1,3,13,110,0,0,0,0,961,3,12
Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,26,1998,8.2,362,341,18,12,2,0,5,2,2,1,1,0,316,3,4
Valentin Gendrey,FRA,DF,Lecce,Serie A,24,2000,2,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0
Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24,2000,15.7,690,515,171,7,0,2,51,164,0,0,0,0,482,4,17
Denis Genreau,AUS,MF,Toulouse,Ligue 1,25,1999,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3
Tyrique George,ENG,FW,Chelsea,Premier League,18,2006,2,54,53,1,0,0,0,3,1,0,0,0,0,43,0,2
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,30,1994,16.9,667,625,41,12,1,1,24,24,1,1,0,0,513,1,19
Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23,2001,14.2,668,595,73,16,0,2,10,54,0,0,0,0,496,0,18
Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,21,2003,22.5,807,756,48,19,1,10,10,28,0,0,0,0,633,3,10
Lautaro Gianetti,ARG,DF,Udinese,Serie A,30,1993,9.8,384,340,44,19,0,2,0,2,0,0,0,0,317,0,1
Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,28,1995,29.4,1440,1145,291,7,2,2,120,270,13,6,1,0,1076,4,54
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,24,2000,31.1,1269,1241,18,7,19,12,45,1,1,0,0,0,993,10,27
Samuel Gigot,FRA,DF,Lazio,Serie A,30,1993,7.6,312,295,17,12,0,0,0,1,0,0,0,0,287,0,2
Armin Gigovic,BIH,MF,Holstein Kiel,Bundesliga,22,2002,21.1,674,645,25,9,5,4,14,0,1,0,1,0,524,4,13
Bryan Gil,ESP,"FW,MF",Girona,La Liga,23,2001,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23
Mario Gila,ESP,DF,Lazio,Serie A,23,2000,30.5,2049,1956,89,55,4,20,6,7,0,0,0,0,1877,4,11
Billy Gilmour,SCO,MF,Brighton,Premier League,23,2001,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0
Billy Gilmour,SCO,MF,Napoli,Serie A,23,2001,13.1,908,878,30,18,3,3,18,2,10,7,3,0,804,0,5
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,27,1997,29.7,1282,1221,55,44,0,6,3,3,0,0,0,0,1058,6,16
Santiago Giménez,MEX,FW,Milan,Serie A,23,2001,7.4,98,82,16,0,1,0,2,2,1,0,0,0,79,0,2
Gvidas Gineitis,LTU,MF,Torino,Serie A,20,2004,15.9,534,487,42,12,2,0,51,5,25,14,9,0,399,5,26
Matthias Ginter,GER,DF,Freiburg,Bundesliga,30,1994,28.5,1521,1460,52,46,2,9,13,4,0,0,0,0,1256,9,10
Jamie Gittens,ENG,"FW,MF",Dortmund,Bundesliga,19,2004,19.7,558,548,8,1,4,3,49,5,2,0,0,0,427,2,22
Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,29,1995,13.8,597,576,19,3,5,1,22,13,1,0,0,0,498,2,14
Ben Godfrey,ENG,DF,Ipswich Town,Premier League,26,1998,1.8,57,49,8,1,0,0,0,7,0,0,0,0,47,0,3
Ben Godfrey,ENG,DF,Atalanta,Serie A,26,1998,0.3,10,8,2,1,0,0,0,1,0,0,0,0,8,0,1
Martial Godo,ENG,"FW,DF",Fulham,Premier League,21,2003,0.3,17,15,2,0,0,0,1,2,0,0,0,0,12,0,2
Saba Goglichidze,GEO,DF,Empoli,Serie A,20,2004,28.2,929,858,69,61,0,7,5,6,0,0,0,0,724,2,13
Edoardo Goldaniga,ITA,DF,Como,Serie A,30,1993,28.1,1517,1366,145,63,0,13,9,58,0,0,0,0,1310,6,10
Michael Golding,ENG,MF,Leicester City,Premier League,18,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierluigi Gollini,ITA,GK,Genoa,Serie A,29,1995,7,250,181,69,17,0,0,0,0,0,0,0,0,206,0,0
Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,28,1996,12.8,678,648,25,12,9,4,23,6,7,2,3,0,523,5,13
André Gomes,POR,MF,Lille,Ligue 1,31,1993,14.2,963,937,25,21,5,11,11,4,0,0,0,0,861,1,11
Angel Gomes,ENG,MF,Lille,Ligue 1,23,2000,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8
João Gomes,BRA,MF,Wolves,Premier League,23,2001,33,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24
Rodrigo Gomes,POR,"DF,FW",Wolves,Premier League,21,2003,9,309,267,41,1,1,0,23,39,1,0,1,0,212,1,10
Toti Gomes,POR,DF,Wolves,Premier League,25,1999,29,1714,1618,95,46,0,3,13,35,0,0,0,0,1473,1,21
Carlos Gómez,COL,"MF,DF",Rennes,Ligue 1,21,2002,4.2,115,110,5,0,1,0,19,5,0,0,0,0,84,0,2
Dani Gómez,ESP,FW,Valencia,La Liga,26,1998,5.9,83,72,11,0,0,0,0,2,0,0,0,0,62,0,6
Diego Gómez,PAR,MF,Brighton,Premier League,21,2003,5.7,302,283,19,2,4,2,12,1,6,2,3,0,243,0,9
Joe Gomez,ENG,DF,Liverpool,Premier League,27,1997,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2
Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,30,1994,8.8,494,480,13,7,0,9,28,1,2,1,1,0,398,1,16
Sergi Gómez,ESP,DF,Espanyol,La Liga,32,1992,7.4,350,337,13,11,0,0,1,0,0,0,0,0,311,0,1
Sergio Gómez,ESP,"MF,DF",Real Sociedad,La Liga,23,2000,30.4,1439,1186,244,58,1,9,231,46,133,47,67,0,1076,9,47
Unai Gómez,ESP,"MF,FW",Athletic Club,La Liga,21,2003,14.3,305,278,26,3,2,0,23,1,12,11,0,0,223,1,6
